2026-06-16T09:17:35,24.431890,54.431995,203.2,2.26,261.8,7,1.6,87.1,4.079,-3.7,0,1,217
2026-06-16T09:18:03,24.431940,54.431557,202.5,2.79,271.0,7,1.6,86.9,4.077,-4.0,0,1,218
2026-06-16T09:21:59,,,,,,,,84.6,4.055,-4.0,0,0,236
