datetime,lat,lon,alt_m,speed_kts,satellites,hdop,battery_pct,battery_v,fix,boot
2026-03-15T22:46:24,-37.836197,144.968414,28.4,1.38,6,1.4,64.6,3.909,1,1
2026-03-15T22:49:23,-37.836002,144.968491,38.7,0.65,10,1.0,65.9,3.912,1,2
2026-03-15T22:52:24,-37.836033,144.968414,38.4,1.48,8,1.0,66.4,3.918,1,3
2026-03-15T22:55:26,-37.836060,144.968369,37.8,1.09,10,1.0,67.0,3.921,1,4
2026-03-15T22:55:54,-37.836006,144.968430,39.0,1.41,3,1.7,67.0,3.921,1,5
2026-03-15T22:56:22,-37.836224,144.968475,38.9,2.66,4,1.6,67.0,3.921,1,6
2026-03-15T22:56:48,-37.836121,144.968338,38.0,0.57,6,1.3,67.3,3.924,1,7
2026-03-15T22:57:16,-37.836132,144.968185,34.9,1.77,4,2.2,67.3,3.921,1,8
2026-03-15T22:57:44,-37.836098,144.968307,32.9,1.70,5,1.5,67.2,3.925,1,9
2026-03-15T22:58:10,-37.835960,144.968292,32.2,1.26,5,3.9,67.4,3.924,1,10
2026-03-15T22:58:37,-37.836155,144.968369,33.8,3.06,7,1.4,67.4,3.926,1,11
2026-03-15T22:59:04,-37.836098,144.968338,34.8,1.21,5,4.6,67.6,3.925,1,12
2026-03-15T22:59:32,-37.836056,144.968628,31.4,0.07,4,2.0,67.6,3.925,1,13
2026-03-15T22:59:59,-37.836254,144.968323,31.8,0.80,4,1.6,67.7,3.926,1,14
2026-03-15T23:03:02,-37.835999,144.968399,52.1,2.12,3,2.7,67.9,3.931,1,15
2026-03-15T23:06:04,-37.835831,144.968414,55.7,1.72,4,2.6,68.3,3.934,1,16
2026-03-15T23:06:30,-37.835983,144.968521,55.4,0.06,5,1.4,68.8,3.936,1,17
2026-03-15T23:06:57,-37.836067,144.968582,54.9,0.56,7,1.1,68.5,3.935,1,18
2026-03-15T23:10:00,-37.835949,144.968597,57.6,0.61,5,1.4,69.3,3.940,1,19
2026-03-15T23:13:02,-37.835915,144.968170,41.9,0.38,4,4.2,69.6,3.943,1,20
2026-03-15T23:16:03,-37.836143,144.968445,42.9,0.41,7,1.1,70.1,3.946,1,21
2026-03-15T23:19:04,-37.836090,144.968521,39.7,0.49,9,1.0,70.8,3.950,1,22
2026-03-15T23:22:06,-37.836113,144.968460,39.0,0.69,5,1.3,71.1,3.955,1,23
2026-03-15T23:25:08,-37.836060,144.968414,35.4,0.29,7,1.8,71.8,3.959,1,24
2026-03-15T23:28:09,-37.836205,144.968430,36.7,0.56,12,0.9,71.9,3.964,1,25
2026-03-15T23:31:14,-37.836338,144.968750,35.5,0.32,4,1.5,72.7,3.966,1,26
2026-03-15T23:34:16,-37.836178,144.968658,35.8,0.28,3,4.7,72.9,3.969,1,27
2026-03-15T23:37:18,-37.835926,144.967712,40.5,3.62,4,2.7,73.6,3.974,1,28
2026-03-15T23:40:39,,,,,,,74.1,3.979,0,29
2026-03-15T23:43:40,-37.835751,144.968185,84.2,0.67,6,1.4,74.5,3.980,1,30
2026-03-15T23:46:42,-37.835880,144.968231,67.9,1.18,2,100.0,75.0,3.984,1,31
2026-03-15T23:49:44,-37.835983,144.968338,66.4,1.10,3,2.3,75.7,3.987,1,32
2026-03-15T23:50:11,-37.836075,144.968506,66.2,0.85,5,1.9,75.7,3.989,1,33
2026-03-15T23:50:57,,,,,,,75.9,3.989,0,34
2026-03-15T23:54:17,,,,,,,76.3,3.995,0,35
2026-03-15T23:57:19,-37.836075,144.968338,66.0,0.64,4,4.3,77.0,3.999,1,36
