datetime,lat,lon,alt_m,speed_kts,satellites,hdop,battery_pct,battery_v,fix,boot
2026-03-15T01:36:00,-38.371586,142.514587,53.8,0.12,15,0.7,101.8,4.209,1,1
2026-03-15T01:39:00,-38.371605,142.514587,54.7,0.26,19,0.6,103.8,4.214,1,2
2026-03-15T01:42:02,-38.371609,142.514587,55.7,0.24,18,0.6,104.1,4.215,1,3
2026-03-15T01:45:04,-38.371616,142.514587,55.7,0.33,19,0.6,104.1,4.216,1,4
2026-03-15T01:48:06,-38.371624,142.514587,55.5,0.17,18,0.6,104.3,4.216,1,5
2026-03-15T01:51:08,-38.371616,142.514603,56.3,0.10,16,0.6,104.5,4.218,1,6
2026-03-15T01:54:09,-38.371620,142.514587,58.4,0.17,19,0.6,104.5,4.218,1,7
2026-03-15T01:57:12,-38.371616,142.514587,59.5,0.16,18,0.6,104.6,4.218,1,8
2026-03-15T02:00:14,-38.371628,142.514572,60.5,0.39,19,0.6,104.3,4.219,1,9
2026-03-15T02:03:16,-38.371620,142.514572,60.5,0.39,20,0.6,102.2,4.198,1,10
2026-03-15T02:06:18,-38.371624,142.514572,60.3,0.01,18,0.6,102.1,4.195,1,11
2026-03-15T02:09:19,-38.371624,142.514587,59.5,0.08,16,0.6,101.8,4.198,1,12
2026-03-15T02:12:22,-38.371716,142.514618,53.1,0.89,19,0.6,101.8,4.195,1,13
2026-03-15T02:15:24,-38.372036,142.526459,46.1,36.09,17,0.6,101.3,4.189,1,14
2026-03-15T02:18:26,-38.386280,142.548386,37.7,51.14,18,0.6,101.1,4.187,1,15
2026-03-15T02:18:53,-38.387188,142.557022,31.6,54.69,20,0.6,100.8,4.186,1,16
2026-03-15T02:19:21,-38.388077,142.565216,36.7,51.00,20,0.6,100.7,4.191,1,17
2026-03-15T02:19:47,-38.387848,142.573395,36.2,56.75,20,0.6,100.8,4.191,1,18
2026-03-15T02:20:14,-38.385895,142.581985,30.2,54.76,20,0.5,101.1,4.187,1,19
2026-03-15T02:20:42,-38.384045,142.590622,26.4,54.18,20,0.5,101.1,4.190,1,20
2026-03-15T02:21:10,-38.383720,142.599289,25.1,56.17,20,0.5,101.0,4.190,1,21
2026-03-15T02:21:37,-38.384060,142.608185,29.9,55.77,19,0.6,101.0,4.190,1,22
2026-03-15T02:22:03,-38.384422,142.617081,39.3,56.80,20,0.5,100.7,4.185,1,23
2026-03-15T02:22:31,-38.382446,142.624832,38.8,46.32,20,0.5,100.8,4.184,1,24
2026-03-15T02:22:59,-38.377762,142.627060,39.9,38.74,17,0.6,100.5,4.189,1,25
2026-03-15T02:23:26,-38.373028,142.629669,37.8,42.06,19,0.6,100.7,4.189,1,26
2026-03-15T02:23:53,-38.369339,142.635025,39.7,43.08,18,0.6,100.8,4.187,1,27
2026-03-15T02:24:21,-38.365929,142.640335,48.6,45.09,18,0.6,100.5,4.189,1,28
2026-03-15T02:24:47,-38.361477,142.644058,56.6,34.69,19,0.6,100.5,4.187,1,29
2026-03-15T02:25:14,-38.357185,142.647583,47.5,48.07,19,0.6,100.5,4.186,1,30
2026-03-15T02:25:42,-38.353294,142.653305,39.3,45.27,17,0.6,100.7,4.189,1,31
2026-03-15T02:26:09,-38.351597,142.661255,36.1,50.76,19,0.6,100.5,4.182,1,32
2026-03-15T02:26:37,-38.347691,142.668060,58.0,54.25,17,0.6,100.5,4.187,1,33
2026-03-15T02:27:03,-38.343998,142.674332,65.0,49.37,18,0.6,100.3,4.186,1,34
2026-03-15T02:27:31,-38.343178,142.682571,74.7,53.16,18,0.6,100.3,4.180,1,35
2026-03-15T02:27:58,-38.343983,142.690613,77.0,48.95,18,0.6,100.2,4.181,1,36
2026-03-15T02:28:26,-38.342216,142.698029,85.1,52.19,18,0.6,100.3,4.186,1,37
2026-03-15T02:28:52,-38.338093,142.704117,83.5,47.63,18,0.6,99.9,4.181,1,38
2026-03-15T02:29:19,-38.336910,142.711502,86.0,50.37,18,0.6,100.2,4.180,1,39
2026-03-15T02:29:47,-38.338638,142.720718,76.7,47.86,19,0.6,100.3,4.181,1,40
