datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-05-14T00:01:54,35.170193,-5.263287,623.5,0.83,76.4,4,2.2,103.5,4.210,-4.4,0,1,81289
2026-05-14T00:05:00,35.170395,-5.263205,630.4,0.85,357.8,3,4.7,103.7,4.211,-4.2,0,1,81290
2026-05-14T00:08:07,35.170467,-5.263242,634.5,0.30,348.1,3,4.6,103.4,4.210,-4.2,0,1,81291
2026-05-14T00:11:18,35.170410,-5.263280,635.8,0.96,294.8,3,4.4,103.5,4.210,-4.4,0,1,81292
2026-05-14T00:14:23,35.170368,-5.263198,637.8,2.36,7.3,3,2.7,103.5,4.209,-4.4,0,1,81293
2026-05-14T00:17:29,35.170418,-5.263120,644.9,0.06,6.4,3,4.9,103.5,4.211,-4.4,0,1,81294
2026-05-14T00:20:34,35.170319,-5.263088,644.1,0.04,11.0,3,4.1,103.2,4.210,-4.2,0,1,81295
2026-05-14T00:23:42,35.170315,-5.262915,644.4,1.21,259.9,3,3.2,103.5,4.209,-4.4,0,1,81296
2026-05-14T00:26:50,35.170120,-5.263153,641.1,1.07,220.1,3,4.2,103.7,4.210,-4.2,0,1,81297
2026-05-14T00:27:22,35.170193,-5.263073,640.8,2.56,163.1,3,3.5,103.7,4.210,-4.2,0,1,81298
2026-05-14T00:27:55,35.170219,-5.263092,641.8,0.02,253.9,3,3.5,103.4,4.210,-4.2,0,1,81299
2026-05-14T00:28:26,35.170441,-5.263063,643.7,0.04,22.1,3,4.3,103.7,4.210,-4.2,0,1,81300
2026-05-14T00:31:35,35.170254,-5.263167,644.6,0.07,120.5,4,2.9,103.5,4.210,-4.4,0,1,81301
2026-05-14T00:34:45,35.170273,-5.263085,645.2,0.05,293.2,3,4.4,103.4,4.210,-4.2,0,1,81302
2026-05-14T00:37:50,35.170158,-5.263223,644.3,0.02,66.7,3,4.6,103.4,4.211,-4.2,0,1,81303
2026-05-14T00:40:55,35.170387,-5.263060,641.0,0.45,194.8,3,5.3,103.4,4.209,-4.2,0,1,81304
2026-05-14T00:44:00,35.170406,-5.263162,639.1,0.76,305.2,4,2.9,103.4,4.210,-4.2,0,1,81305
2026-05-14T00:47:05,35.170460,-5.263053,640.6,0.11,339.2,4,2.4,103.4,4.210,-4.2,0,1,81306
2026-05-14T00:50:10,35.170395,-5.263178,643.8,1.88,189.1,4,2.3,103.4,4.209,-4.2,0,1,81307
2026-05-14T00:53:15,35.170349,-5.263132,653.3,0.04,291.7,4,2.3,103.4,4.207,-4.2,0,1,81308
2026-05-14T00:56:21,35.170311,-5.263143,650.6,0.30,216.1,4,3.1,103.2,4.209,-4.2,0,1,81309
2026-05-14T00:59:25,35.170513,-5.263078,647.7,0.95,233.0,3,6.3,103.2,4.209,-4.2,0,1,81310
2026-05-14T01:02:32,35.170433,-5.263193,648.1,0.05,7.4,3,4.9,103.4,4.210,-4.2,0,1,81311
2026-05-14T01:05:37,35.170414,-5.263205,649.7,0.00,263.6,3,4.3,103.5,4.210,-4.4,0,1,81312
2026-05-14T01:08:42,35.170162,-5.263405,644.8,0.00,263.2,3,5.5,103.2,4.209,-4.2,0,1,81313
2026-05-14T01:11:46,35.170300,-5.263193,654.6,0.00,97.0,3,5.2,103.4,4.209,-4.2,0,1,81314
2026-05-14T01:14:53,35.170406,-5.263092,653.3,0.05,59.5,3,6.0,103.2,4.207,-4.2,0,1,81315
2026-05-14T01:18:11,35.170246,-5.263205,655.5,0.02,150.0,5,6.6,103.4,4.209,-4.2,0,1,81316
2026-05-14T01:21:15,35.170181,-5.263115,652.6,1.76,238.5,4,3.8,103.2,4.210,-4.2,0,1,81317
2026-05-14T01:24:21,35.170223,-5.262905,650.4,0.14,175.8,4,3.7,103.4,4.207,-4.2,0,1,81318
2026-05-14T01:27:25,35.170410,-5.263113,646.3,0.57,229.8,3,3.7,103.4,4.209,-4.2,0,1,81319
2026-05-14T01:30:35,35.170490,-5.263092,646.9,0.03,97.2,4,5.8,103.2,4.209,-4.2,0,1,81320
