datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-04-01T09:07:04,-8.004895,-132.672241,11.1,13.93,74.2,8,1.6,104.3,4.193,-10.4,0,1,1
2026-04-01T09:10:05,-8.001304,-132.660980,23.7,14.49,72.9,8,1.8,101.6,4.191,-4.4,0,1,2
2026-04-01T09:10:33,-8.000802,-132.659256,18.0,14.10,72.6,8,1.8,101.6,4.190,-4.4,0,1,3
2026-04-01T09:11:01,-8.000300,-132.657516,16.2,13.89,72.3,8,1.8,101.3,4.190,-4.2,0,1,4
2026-04-01T09:11:29,-7.999789,-132.655807,18.5,13.69,71.3,9,1.4,101.1,4.190,-4.2,0,1,5
2026-04-01T09:11:57,-7.999255,-132.654068,20.7,14.56,71.6,9,1.4,101.5,4.189,-4.2,0,1,6
2026-04-01T09:12:25,-7.998709,-132.652313,26.4,13.67,73.7,9,1.4,101.3,4.189,-4.2,0,1,7
2026-04-01T09:12:53,-7.998194,-132.650589,31.1,14.43,73.4,9,1.4,101.6,4.187,-4.4,0,1,8
2026-04-01T09:13:21,-7.997685,-132.648911,30.6,13.73,74.3,9,1.4,101.1,4.189,-4.2,0,1,9
2026-04-01T09:13:49,-7.997167,-132.647156,30.2,13.86,73.1,9,1.4,101.3,4.189,-4.2,0,1,10
2026-04-01T09:14:17,-7.996645,-132.645401,31.6,13.29,73.6,9,1.4,101.0,4.187,-4.4,0,1,11
2026-04-01T09:14:45,-7.996147,-132.643692,28.2,13.55,73.8,9,1.4,101.3,4.187,-4.2,0,1,12
2026-04-01T09:15:13,-7.995553,-132.641983,28.9,14.36,71.2,9,1.4,101.1,4.189,-4.2,0,1,13
2026-04-01T09:15:41,-7.995006,-132.640274,30.3,13.11,71.8,9,1.4,101.1,4.185,-4.2,0,1,14
2026-04-01T09:16:09,-7.994529,-132.638550,23.9,13.71,73.9,9,1.4,101.1,4.187,-4.2,0,1,15
2026-04-01T09:16:37,-7.993918,-132.636810,26.5,14.21,72.3,9,1.6,100.8,4.189,-4.2,0,1,16
2026-04-01T09:17:05,-7.993363,-132.635101,27.8,14.67,70.9,9,1.4,100.7,4.186,-4.2,0,1,17
2026-04-01T09:17:33,-7.992867,-132.633377,23.3,14.64,69.7,9,1.4,101.1,4.187,-4.2,0,1,18
2026-04-01T09:18:01,-7.992429,-132.631668,20.5,13.94,72.6,9,1.4,100.7,4.186,-4.2,0,1,19
2026-04-01T09:18:29,-7.991935,-132.629929,20.5,12.38,76.0,9,1.4,100.7,4.187,-4.2,0,1,20
2026-04-01T09:18:57,-7.991337,-132.628174,25.0,13.25,71.9,9,1.4,100.7,4.185,-4.2,0,1,21
2026-04-01T09:19:25,-7.990820,-132.626465,26.3,13.35,74.8,9,1.3,100.5,4.184,-4.2,0,1,22
2026-04-01T09:19:53,-7.990307,-132.624725,22.0,14.04,73.4,9,1.3,100.5,4.186,-4.2,0,1,23
2026-04-01T09:20:21,-7.989777,-132.622986,22.9,14.27,68.8,9,1.3,100.8,4.182,-4.2,0,1,24
2026-04-01T09:20:49,-7.989302,-132.621231,19.6,13.42,73.7,9,1.3,100.3,4.185,-4.4,0,1,25
2026-04-01T09:21:17,-7.988797,-132.619492,20.0,13.70,70.5,9,1.3,100.5,4.184,-4.2,0,1,26
2026-04-01T09:21:45,-7.988315,-132.617722,16.7,14.12,69.2,9,1.3,100.3,4.185,-4.4,0,1,27
2026-04-01T09:22:13,-7.987827,-132.615982,11.5,14.10,74.3,9,1.3,100.5,4.184,-4.2,0,1,28
2026-04-01T09:22:41,-7.987247,-132.614273,13.9,14.47,69.5,8,1.6,100.2,4.184,-4.2,0,1,29
2026-04-01T09:23:09,-7.986661,-132.612534,16.4,13.24,73.4,9,1.3,100.3,4.184,-4.4,0,1,30
2026-04-01T09:23:37,-7.986197,-132.610809,8.8,13.68,70.7,9,1.3,100.2,4.184,-4.2,0,1,31
2026-04-01T09:24:05,-7.985632,-132.609070,8.4,14.35,73.2,8,1.6,100.5,4.184,-4.2,0,1,32
2026-04-01T09:24:33,-7.985126,-132.607346,4.8,14.05,74.8,9,1.3,100.2,4.182,-4.2,0,1,33
2026-04-01T09:25:01,-7.984563,-132.605652,12.3,13.80,73.2,9,1.3,100.2,4.182,-4.2,0,1,34
2026-04-01T09:25:29,-7.984027,-132.603897,14.5,14.13,70.2,9,1.3,100.2,4.182,-4.2,0,1,35
2026-04-01T09:25:57,-7.983526,-132.602158,3.7,13.72,72.8,10,1.2,100.2,4.182,-4.2,0,1,36
2026-04-01T09:26:25,-7.982990,-132.600418,11.7,14.17,73.2,11,1.2,100.0,4.181,-4.2,0,1,37
2026-04-01T09:26:53,-7.982407,-132.598679,21.0,13.44,70.7,11,1.2,100.3,4.182,-4.4,0,1,38
2026-04-01T09:27:21,-7.981894,-132.596939,17.9,14.70,73.4,11,1.2,100.0,4.181,-4.2,0,1,39
2026-04-01T09:27:49,-7.981391,-132.595169,14.3,13.44,77.6,11,1.2,100.0,4.182,-4.2,0,1,40
2026-04-01T09:28:17,-7.980853,-132.593414,14.9,14.54,72.8,10,1.6,100.2,4.180,-4.2,0,1,41
2026-04-01T09:28:45,-7.980294,-132.591660,18.4,14.77,73.5,10,1.6,100.2,4.181,-4.2,0,1,42
2026-04-01T09:29:13,-7.979731,-132.589920,18.3,14.52,68.8,10,1.4,100.0,4.180,-4.2,0,1,43
2026-04-01T09:29:41,-7.979194,-132.588181,16.3,14.97,67.8,10,1.3,100.2,4.180,-4.2,0,1,44
2026-04-01T09:30:09,-7.978637,-132.586456,14.4,14.34,66.3,11,1.2,99.9,4.180,-4.2,0,1,45
2026-04-01T09:30:37,-7.978136,-132.584702,19.9,13.44,72.6,10,1.3,100.0,4.180,-4.2,0,1,46
2026-04-01T09:31:05,-7.977588,-132.582932,14.4,15.12,72.8,9,2.0,99.9,4.180,-4.2,0,1,47
2026-04-01T09:31:33,-7.977058,-132.581177,15.0,13.34,71.3,10,1.7,99.7,4.180,-4.4,0,1,48
2026-04-01T09:32:01,-7.976491,-132.579437,19.8,13.99,71.5,9,2.0,99.9,4.179,-4.2,0,1,49
2026-04-01T09:32:29,-7.975980,-132.577682,17.6,14.33,71.8,9,2.0,99.7,4.177,-4.4,0,1,50
2026-04-01T09:32:57,-7.975405,-132.575989,20.0,13.82,66.1,10,1.5,99.7,4.179,-4.4,0,1,51
2026-04-01T09:33:25,-7.974862,-132.574234,25.4,13.85,72.8,10,1.5,99.7,4.176,-4.4,0,1,52
2026-04-01T09:33:53,-7.974317,-132.572510,32.6,13.83,73.6,8,2.6,99.7,4.179,-4.4,0,1,53
2026-04-01T09:34:21,-7.973805,-132.570786,28.9,11.04,68.1,8,2.6,99.7,4.177,-4.4,0,1,54
2026-04-01T09:34:49,-7.973254,-132.569061,27.9,14.96,76.0,8,2.6,99.7,4.177,-4.4,0,1,55
2026-04-01T09:35:17,-7.972733,-132.567337,27.4,16.00,78.3,8,2.5,99.6,4.176,-4.2,0,1,56
2026-04-01T09:35:45,-7.972239,-132.565643,26.6,15.68,75.5,8,2.5,99.6,4.176,-4.2,0,1,57
2026-04-01T09:36:13,-7.971717,-132.563934,26.3,13.69,69.4,8,2.5,99.6,4.177,-4.2,0,1,58
2026-04-01T09:36:41,-7.971203,-132.562241,22.5,12.57,72.1,9,1.8,99.7,4.175,-4.4,0,1,59
2026-04-01T09:37:09,-7.970747,-132.560532,18.7,13.94,75.8,9,1.4,99.4,4.176,-4.2,0,1,60
2026-04-01T09:37:37,-7.970188,-132.558823,20.1,14.58,75.4,9,1.8,99.2,4.177,-4.2,0,1,61
2026-04-01T09:38:05,-7.969656,-132.557129,19.0,14.60,75.3,9,1.8,99.4,4.173,-4.2,0,1,62
2026-04-01T09:38:33,-7.969153,-132.555435,21.3,12.68,69.8,10,1.1,99.4,4.176,-4.2,0,1,63
2026-04-01T09:39:01,-7.968656,-132.553680,25.3,15.30,72.9,10,1.1,99.4,4.175,-4.2,0,1,64
2026-04-01T09:39:29,-7.968113,-132.551956,17.5,14.84,76.8,10,1.1,99.1,4.176,-4.4,0,1,65
2026-04-01T09:39:57,-7.967530,-132.550262,23.9,14.36,75.6,10,1.2,99.4,4.174,-4.2,0,1,66
2026-04-01T09:40:25,-7.967010,-132.548538,23.3,13.67,74.5,10,1.2,99.1,4.174,-4.4,0,1,67
2026-04-01T09:40:53,-7.966494,-132.546844,23.7,13.16,77.1,10,1.2,99.1,4.173,-4.4,0,1,68
2026-04-01T09:41:21,-7.965928,-132.545120,24.9,14.03,74.2,10,1.2,99.1,4.173,-4.4,0,1,69
2026-04-01T09:41:49,-7.965435,-132.543381,21.2,14.48,71.2,10,1.1,99.1,4.174,-4.4,0,1,70
2026-04-01T09:42:17,-7.964920,-132.541656,22.1,13.54,73.4,10,1.2,99.1,4.173,-4.4,0,1,71
