datetime,lat,lon,alt_m,speed_kts,satellites,hdop,battery_pct,battery_v,fix,boot
2026-03-28T21:51:21,,,,,,,104.0,4.201,0,1
2026-03-28T21:54:14,-12.120353,-144.037048,13.1,14.09,4,3.6,102.6,4.193,1,2
2026-03-28T21:54:42,-12.119411,-144.035629,3.4,13.65,4,2.5,102.2,4.198,1,3
2026-03-28T21:55:09,-12.118453,-144.034164,4.3,14.24,4,2.5,102.2,4.196,1,4
2026-03-28T21:55:37,-12.117133,-144.032898,-0.4,14.16,4,2.5,102.2,4.198,1,5
2026-03-28T21:56:05,-12.116068,-144.031403,-10.7,14.07,4,2.5,101.8,4.199,1,6
2026-03-28T21:56:33,-12.115127,-144.029709,-30.5,14.74,5,1.8,102.2,4.195,1,7
2026-03-28T21:57:01,-12.114028,-144.028198,-53.9,14.38,5,1.8,101.9,4.195,1,8
2026-03-28T21:57:29,-12.113048,-144.026566,-78.1,14.62,5,1.8,101.8,4.194,1,9
2026-03-28T21:57:57,-12.111693,-144.025406,-76.6,14.57,6,1.7,101.8,4.196,1,10
2026-03-28T21:58:24,-12.110512,-144.024033,-79.8,14.20,6,2.0,101.8,4.191,1,11
2026-03-28T21:58:52,-12.109306,-144.022644,-81.7,13.65,6,1.7,101.9,4.194,1,12
2026-03-28T21:59:20,-12.108185,-144.021194,-83.0,13.93,6,1.7,101.5,4.196,1,13
2026-03-28T21:59:48,-12.107014,-144.019806,-83.5,14.01,6,1.7,101.5,4.191,1,14
2026-03-28T22:00:16,-12.105872,-144.018387,-81.5,14.61,6,1.7,101.5,4.191,1,15
2026-03-28T22:00:44,-12.104740,-144.016922,-77.0,14.11,6,1.7,101.5,4.193,1,16
2026-03-28T22:01:12,-12.103559,-144.015472,-71.3,14.59,6,2.0,101.5,4.191,1,17
2026-03-28T22:01:39,-12.102492,-144.014023,-61.1,14.01,6,1.7,101.5,4.189,1,18
2026-03-28T22:02:07,-12.101235,-144.012665,-54.2,12.81,6,1.7,101.8,4.190,1,19
2026-03-28T22:02:34,-12.100068,-144.011322,-30.0,14.37,8,1.5,101.3,4.191,1,20
2026-03-28T22:03:02,-12.098835,-144.009949,-14.4,13.65,8,1.5,101.5,4.189,1,21
2026-03-28T22:03:30,-12.097678,-144.008484,-7.8,14.12,8,1.8,101.5,4.191,1,22
2026-03-28T22:03:58,-12.096494,-144.007080,5.4,14.33,8,1.8,101.5,4.191,1,23
2026-03-28T22:04:26,-12.095332,-144.005661,6.9,14.04,8,1.8,101.3,4.190,1,24
2026-03-28T22:04:54,-12.094172,-144.004196,6.2,14.19,8,1.8,101.1,4.190,1,25
2026-03-28T22:05:22,-12.093065,-144.002731,8.3,14.30,8,1.8,101.0,4.189,1,26
2026-03-28T22:05:49,-12.091875,-144.001389,19.5,13.77,8,1.8,101.0,4.185,1,27
2026-03-28T22:06:17,-12.090723,-143.999954,19.0,14.30,8,1.5,101.5,4.189,1,28
2026-03-28T22:06:45,-12.089559,-143.998566,22.1,13.66,8,1.5,101.1,4.191,1,29
2026-03-28T22:07:13,-12.088403,-143.997177,28.4,14.02,8,1.5,101.0,4.186,1,30
2026-03-28T22:07:41,-12.087283,-143.995743,26.5,13.55,8,1.5,101.0,4.189,1,31
2026-03-28T22:08:09,-12.086100,-143.994339,27.2,14.74,7,1.6,100.8,4.187,1,32
2026-03-28T22:08:37,-12.085008,-143.992889,21.1,13.56,8,1.5,100.7,4.187,1,33
2026-03-28T22:09:04,-12.083917,-143.991501,21.2,14.03,8,1.5,101.0,4.189,1,34
2026-03-28T22:09:32,-12.082783,-143.990097,17.5,13.91,8,1.5,101.5,4.186,1,35
2026-03-28T22:10:00,-12.081683,-143.988602,15.6,14.78,8,1.5,100.8,4.190,1,36
2026-03-28T22:10:28,-12.080586,-143.987167,14.3,13.67,8,1.5,100.7,4.187,1,37
2026-03-28T22:10:56,-12.079445,-143.985733,12.3,13.57,8,1.5,100.8,4.185,1,38
2026-03-28T22:11:24,-12.078263,-143.984344,15.0,12.56,9,1.5,100.7,4.186,1,39
2026-03-28T22:11:52,-12.077147,-143.982925,12.8,14.14,8,1.5,100.7,4.186,1,40
2026-03-28T22:12:19,-12.076038,-143.981552,5.2,13.80,8,1.5,100.7,4.182,1,41
2026-03-28T22:12:47,-12.074933,-143.980118,5.6,13.33,9,1.4,100.8,4.185,1,42
2026-03-28T22:13:15,-12.073842,-143.978729,7.1,13.36,9,1.7,100.5,4.189,1,43
