datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-05-25T16:39:57,51.760056,14.333879,95.4,0.04,242.0,8,1.5,6.2,3.650,-3.3,0,1,165
datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-05-25T16:43:00,51.760067,14.333666,93.6,0.96,79.6,10,1.1,11.8,3.697,-6.9,0,1,166
2026-05-25T16:55:23,51.759968,14.333360,66.5,0.68,143.3,8,1.3,5.5,3.641,-2.3,0,1,170
2026-05-25T20:05:10,51.759960,14.333428,87.6,0.33,87.6,9,1.1,3.7,3.615,-2.3,0,1,243
2026-05-25T21:01:36,51.759987,14.333437,88.5,0.26,326.1,6,3.7,3.4,3.619,-2.3,0,1,263
2026-05-25T21:39:07,51.759892,14.333631,72.6,0.39,331.6,7,1.4,3.4,3.610,-2.3,0,1,275
