datetime,lat,lon,alt_m,speed_kts,satellites,hdop,battery_pct,battery_v,fix,boot
2026-03-18T01:31:18,,,,,,,3.4,3.620,0,1
2026-03-18T01:34:18,-37.836018,144.968582,61.4,0.94,6,1.4,3.8,3.624,1,2
2026-03-18T01:37:19,-37.836090,144.968994,56.7,1.25,5,3.0,4.0,3.626,1,3
2026-03-18T01:40:40,,,,,,,4.1,3.628,0,4
2026-03-18T01:43:42,-37.831894,144.967712,802.2,0.57,12,0.9,4.3,3.631,1,5
2026-03-18T01:46:44,-37.831898,144.967712,802.4,0.23,18,0.6,4.5,3.631,1,6
2026-03-18T01:49:46,-37.831902,144.967758,802.4,0.74,14,0.7,4.6,3.632,1,7
2026-03-18T01:52:48,-37.834904,144.969070,774.1,3.80,7,1.2,4.6,3.634,1,8
2026-03-18T01:56:08,,,,,,,4.7,3.636,0,9
2026-03-18T01:59:10,-37.835770,144.968643,63.3,1.62,5,1.7,2.3,3.590,1,10
2026-03-18T01:59:37,-37.835789,144.968536,66.9,0.99,5,1.4,2.3,3.592,1,11
2026-03-18T02:00:05,-37.835804,144.968521,67.8,0.50,14,0.7,2.3,3.590,1,12
2026-03-18T02:03:07,-37.835999,144.968506,63.4,0.17,10,1.0,2.3,3.591,1,13
2026-03-18T02:06:09,-37.836037,144.968414,62.5,0.51,14,0.7,2.2,3.588,1,14
2026-03-18T02:09:11,-37.836006,144.968353,60.1,0.32,13,0.9,2.2,3.589,1,15
2026-03-18T02:12:32,,,,,,,2.2,3.585,0,16
2026-03-18T02:15:52,,,,,,,2.2,3.582,0,17
2026-03-18T02:19:13,,,,,,,2.2,3.581,0,18
2026-03-18T02:24:14,-37.834858,144.954193,18.2,18.66,17,0.6,2.2,3.582,1,19
2026-03-18T02:24:41,-37.835155,144.953171,15.3,13.23,16,0.6,2.2,3.582,1,20
2026-03-18T02:25:08,-37.836105,144.949921,12.5,21.53,17,0.6,2.2,3.585,1,21
2026-03-18T02:25:36,-37.836163,144.949112,10.7,0.01,17,0.6,2.2,3.579,1,22
2026-03-18T02:26:03,-37.835983,144.948822,10.8,13.99,19,0.6,2.2,3.582,1,23
2026-03-18T02:26:30,-37.834675,144.947678,10.7,12.55,19,0.6,2.2,3.584,1,24
2026-03-18T02:26:57,-37.832424,144.945541,17.1,21.34,18,0.6,2.2,3.588,1,25
2026-03-18T02:27:24,-37.831604,144.944748,17.5,0.01,19,0.6,2.2,3.584,1,26
2026-03-18T02:27:52,-37.831276,144.944199,22.2,15.97,19,0.6,2.2,3.586,1,27
2026-03-18T02:28:19,-37.832047,144.940308,12.8,26.67,19,0.6,2.2,3.586,1,28
2026-03-18T02:28:46,-37.832314,144.938156,12.6,12.41,20,0.6,2.2,3.584,1,29
2026-03-18T02:29:14,-37.830521,144.936508,19.1,8.45,19,0.6,2.2,3.580,1,30
2026-03-18T02:29:41,-37.830795,144.934891,19.5,14.39,19,0.6,2.2,3.586,1,31
2026-03-18T02:30:09,-37.831249,144.932587,17.8,8.39,19,0.6,2.2,3.586,1,32
2026-03-18T02:30:36,-37.831257,144.932556,17.3,0.04,19,0.6,2.2,3.582,1,33
2026-03-18T02:31:04,-37.831329,144.932068,18.3,11.90,21,0.6,2.2,3.586,1,34
2026-03-18T02:31:31,-37.831764,144.929825,16.5,3.68,21,0.6,2.2,3.585,1,35
2026-03-18T02:31:58,-37.831402,144.929535,24.3,1.25,21,0.6,2.2,3.584,1,36
2026-03-18T02:32:26,-37.831329,144.929535,22.7,0.21,19,0.6,2.2,3.582,1,37
2026-03-18T02:32:53,-37.831326,144.929535,22.6,0.22,19,0.6,2.2,3.582,1,38
2026-03-18T02:35:55,-37.831261,144.929520,24.6,0.39,19,0.6,2.2,3.585,1,39
2026-03-18T02:38:57,-37.831253,144.929550,26.2,0.77,19,0.6,2.2,3.581,1,40
2026-03-18T02:41:59,-37.831219,144.929520,26.9,0.23,19,0.6,2.1,3.579,1,41
2026-03-18T02:45:01,-37.831211,144.929535,28.0,0.30,19,0.6,2.2,3.580,1,42
2026-03-18T02:48:03,-37.831200,144.929565,28.2,0.23,19,0.6,2.1,3.579,1,43
2026-03-18T02:51:05,-37.831192,144.929581,28.5,0.31,19,0.6,2.1,3.582,1,44
2026-03-18T02:54:07,-37.831188,144.929611,30.3,0.42,19,0.6,2.1,3.576,1,45
2026-03-18T02:57:09,-37.831150,144.929611,30.7,0.61,19,0.6,2.1,3.576,1,46
2026-03-18T03:00:11,-37.831142,144.929626,31.5,0.18,19,0.6,2.1,3.579,1,47
2026-03-18T03:03:13,-37.831142,144.929626,34.5,0.21,19,0.6,2.1,3.580,1,48
2026-03-18T03:06:15,-37.831135,144.929642,39.0,0.55,20,0.6,2.1,3.580,1,49
2026-03-18T03:09:17,-37.831085,144.929611,40.6,2.55,19,0.6,2.1,3.579,1,50
2026-03-18T03:12:19,-37.831005,144.929413,41.9,0.20,20,0.6,2.1,3.574,1,51
2026-03-18T03:15:21,-37.831028,144.929352,40.6,0.30,19,0.6,2.1,3.571,1,52
2026-03-18T03:18:23,-37.831028,144.929367,40.3,0.05,18,0.6,2.1,3.574,1,53
2026-03-18T03:21:24,-37.831028,144.929382,40.6,0.07,18,0.6,2.1,3.574,1,54
2026-03-18T03:24:26,-37.831017,144.929367,40.0,0.20,17,0.6,2.1,3.575,1,55
2026-03-18T03:27:28,-37.831009,144.929367,39.3,0.07,18,0.6,2.0,3.574,1,56
2026-03-18T03:30:31,-37.830990,144.929382,39.9,0.50,16,0.7,2.0,3.575,1,57
2026-03-18T03:33:32,-37.830975,144.929352,39.7,0.92,18,0.6,2.1,3.571,1,58
2026-03-18T03:36:35,-37.836124,144.935242,11.7,22.30,16,0.6,2.0,3.575,1,59
2026-03-18T03:39:37,-37.846542,144.946182,17.4,21.06,17,0.6,2.0,3.569,1,60
2026-03-18T03:40:03,-37.847187,144.947571,20.8,17.97,17,0.6,2.0,3.572,1,61
2026-03-18T03:40:32,-37.848217,144.949738,20.9,11.52,15,0.7,2.0,3.568,1,62
2026-03-18T03:40:58,-37.848915,144.951233,18.6,0.01,14,0.7,2.0,3.572,1,63
2026-03-18T03:41:27,-37.847279,144.953171,13.8,28.97,18,0.6,2.0,3.572,1,64
2026-03-18T03:41:53,-37.845425,144.955261,15.0,20.77,18,0.6,2.0,3.572,1,65
2026-03-18T03:42:20,-37.843193,144.957779,14.1,24.92,18,0.6,2.0,3.571,1,66
2026-03-18T03:42:49,-37.841064,144.960373,18.1,23.94,18,0.6,2.0,3.568,1,67
2026-03-18T03:43:15,-37.839355,144.962784,16.8,8.18,18,0.6,2.0,3.571,1,68
2026-03-18T03:43:44,-37.839249,144.962997,16.4,6.94,17,0.6,2.0,3.571,1,69
2026-03-18T03:44:10,-37.837975,144.965729,10.8,21.84,18,0.6,2.0,3.572,1,70
2026-03-18T03:44:39,-37.837109,144.967804,6.0,10.35,15,0.7,2.0,3.571,1,71
2026-03-18T03:45:05,-37.836395,144.968445,12.7,3.23,13,0.8,2.0,3.571,1,72
2026-03-18T03:45:33,-37.836395,144.968414,13.6,0.61,4,2.2,2.0,3.568,1,73
2026-03-18T03:46:20,,,,,,,2.0,3.565,0,74
2026-03-18T03:49:22,-37.836044,144.968552,33.3,1.27,9,0.9,2.0,3.568,1,75
2026-03-18T03:49:48,-37.836109,144.968552,33.1,0.06,8,1.0,2.0,3.570,1,76
2026-03-18T03:50:17,-37.836147,144.968506,33.8,0.08,9,1.1,2.0,3.570,1,77
2026-03-18T03:53:19,-37.836067,144.968506,28.3,0.49,12,0.8,2.0,3.566,1,78
2026-03-18T03:56:19,-37.836033,144.968552,35.4,0.82,12,0.8,2.0,3.569,1,79
