datetime,lat,lon,alt_m,speed_kts,satellites,hdop,battery_pct,battery_v,fix,boot
2026-03-24T09:06:23,-17.533060,-149.561310,-93.7,7.60,5,6.0,90.9,4.117,1,1
2026-03-24T09:09:24,-17.534294,-149.563675,22.3,7.63,4,6.2,92.1,4.121,1,2
2026-03-24T09:09:52,-17.534525,-149.564285,47.8,9.22,4,6.2,92.4,4.122,1,3
2026-03-24T09:10:19,-17.534660,-149.564545,68.3,5.33,4,6.2,92.3,4.122,1,4
2026-03-24T09:10:47,-17.534550,-149.564346,73.0,4.32,4,10.7,92.6,4.125,1,5
2026-03-24T09:11:14,-17.534716,-149.564941,87.9,6.46,3,7.0,92.9,4.124,1,6
2026-03-24T09:11:42,-17.534746,-149.565125,95.3,5.30,4,5.3,92.8,4.128,1,7
2026-03-24T09:12:09,-17.534689,-149.565063,105.1,4.65,4,6.1,93.1,4.126,1,8
2026-03-24T09:12:37,-17.534756,-149.565186,120.7,3.90,4,5.3,92.9,4.128,1,9
2026-03-24T09:13:04,-17.535048,-149.565567,138.6,3.99,5,5.5,93.1,4.128,1,10
2026-03-24T09:13:32,-17.535275,-149.566360,157.0,4.01,5,5.5,93.2,4.128,1,11
2026-03-24T09:13:59,-17.535795,-149.567200,175.2,5.59,6,2.5,93.1,4.130,1,12
2026-03-24T09:14:27,-17.535732,-149.567200,176.8,6.08,5,9.4,93.2,4.131,1,13
2026-03-24T09:14:54,-17.535727,-149.567245,180.7,3.42,4,5.8,93.5,4.130,1,14
2026-03-24T09:15:22,-17.535503,-149.566116,164.4,1.98,5,5.3,93.5,4.133,1,15
2026-03-24T09:15:49,-17.535534,-149.566422,159.1,0.19,4,6.0,93.5,4.133,1,16
2026-03-24T09:16:18,-17.535500,-149.566269,149.3,2.78,6,2.0,93.7,4.133,1,17
2026-03-24T09:16:44,-17.535280,-149.566223,144.7,2.73,5,5.2,93.7,4.135,1,18
2026-03-24T09:17:12,-17.535412,-149.566483,147.7,2.76,5,5.2,94.0,4.135,1,19
2026-03-24T09:17:39,-17.535227,-149.566010,146.4,1.27,5,5.2,93.9,4.136,1,20
2026-03-24T09:18:07,-17.535206,-149.565735,143.5,1.27,5,3.3,94.2,4.135,1,21
2026-03-24T09:18:34,-17.535021,-149.565231,138.7,1.34,5,3.3,94.3,4.136,1,22
2026-03-24T09:19:02,-17.535238,-149.565308,136.1,1.34,5,3.5,94.2,4.137,1,23
2026-03-24T09:19:29,-17.535271,-149.565506,132.1,2.42,3,6.2,94.2,4.137,1,24
2026-03-24T09:19:58,-17.535217,-149.565659,127.9,2.68,5,5.0,94.3,4.139,1,25
