datetime,lat,lon,alt_m,speed_kts,satellites,hdop,battery_pct,battery_v,fix,boot
2026-03-22T09:22:10,-36.856071,174.738373,9.9,0.52,13,0.9,104.6,4.220,1,1
2026-03-22T09:25:10,-36.856178,174.738297,24.2,0.76,15,0.8,104.3,4.216,1,2
2026-03-22T09:28:12,-36.856205,174.738251,28.6,0.20,14,0.8,104.3,4.216,1,3
2026-03-22T09:31:15,-36.856113,174.738297,31.3,0.72,12,0.8,104.1,4.215,1,4
2026-03-22T09:34:16,-36.856167,174.738358,32.9,0.48,12,1.0,104.1,4.215,1,5
2026-03-22T09:37:18,-36.856216,174.738297,34.9,0.87,11,0.9,104.0,4.215,1,6
2026-03-22T09:40:19,-36.856171,174.738312,33.3,0.13,16,0.8,104.1,4.214,1,7
2026-03-22T09:43:22,-36.856182,174.738297,34.3,0.11,13,0.8,104.1,4.215,1,8
2026-03-22T09:46:24,-36.856209,174.738297,31.5,0.19,12,0.9,104.3,4.216,1,9
2026-03-22T09:49:26,-36.856216,174.738312,34.4,0.58,11,1.1,104.1,4.215,1,10
2026-03-22T09:52:28,-36.856060,174.738342,32.7,0.13,14,0.8,104.0,4.214,1,11
2026-03-22T09:55:29,-36.856171,174.738281,34.3,0.90,12,1.0,104.1,4.216,1,12
2026-03-22T09:58:32,-36.856243,174.738235,38.0,0.90,12,1.0,104.1,4.215,1,13
2026-03-22T10:01:34,-36.856060,174.738342,34.6,0.70,13,0.8,104.1,4.214,1,14
2026-03-22T10:04:36,-36.856136,174.738297,40.1,0.84,9,1.8,104.3,4.214,1,15
2026-03-22T10:07:38,-36.856014,174.738388,31.5,1.79,12,0.9,104.0,4.214,1,16
2026-03-22T10:10:40,-36.855953,174.738449,25.8,0.87,10,1.3,104.0,4.214,1,17
2026-03-22T10:13:42,-36.855846,174.738464,31.4,1.52,13,0.8,104.0,4.214,1,18
2026-03-22T10:16:44,-36.856171,174.738220,37.9,0.19,14,0.8,104.1,4.213,1,19
2026-03-22T10:19:46,-36.856155,174.738297,32.8,1.00,11,0.9,103.8,4.214,1,20
2026-03-22T10:22:48,-36.856213,174.738297,35.7,0.24,11,1.0,104.0,4.214,1,21
2026-03-22T10:25:50,-36.856255,174.738297,44.7,0.57,9,1.1,104.0,4.214,1,22
2026-03-22T10:28:52,-36.856262,174.738281,45.1,0.49,10,1.0,104.0,4.213,1,23
2026-03-22T10:31:54,-36.856236,174.738266,49.2,0.58,10,0.9,104.0,4.214,1,24
2026-03-22T10:34:56,-36.856243,174.738251,48.1,0.61,10,1.0,104.0,4.213,1,25
2026-03-22T10:37:58,-36.856281,174.738220,49.0,0.65,10,0.9,103.8,4.214,1,26
2026-03-22T10:41:00,-36.856209,174.738281,45.9,0.36,9,1.0,104.0,4.213,1,27
2026-03-22T10:44:02,-36.856281,174.738174,51.2,0.39,12,1.0,103.7,4.213,1,28
2026-03-22T10:47:04,-36.856255,174.738297,44.5,1.45,10,0.9,103.7,4.213,1,29
2026-03-22T10:50:06,-36.856255,174.738220,44.8,0.50,12,0.8,104.1,4.214,1,30
2026-03-22T10:53:08,-36.856270,174.738266,49.4,1.71,10,1.0,104.0,4.214,1,31
2026-03-22T10:56:10,-36.856262,174.738220,49.7,0.06,10,0.9,103.8,4.213,1,32
2026-03-22T10:59:12,-36.856178,174.738358,51.2,0.40,10,1.1,103.8,4.214,1,33
2026-03-22T11:02:14,-36.856274,174.738297,50.8,0.96,10,1.0,104.0,4.213,1,34
2026-03-22T11:05:16,-36.856262,174.738174,51.0,1.52,10,0.9,104.0,4.213,1,35
2026-03-22T11:08:18,-36.856205,174.738220,50.8,1.27,12,0.9,103.8,4.214,1,36
2026-03-22T11:08:45,-36.856224,174.738251,50.7,0.39,12,0.8,103.8,4.214,1,37
2026-03-22T11:09:13,-36.856228,174.738266,50.7,0.81,11,0.8,103.8,4.213,1,38
2026-03-22T11:12:15,-36.856236,174.738235,51.0,0.49,12,0.8,103.8,4.214,1,39
2026-03-22T11:15:17,-36.856258,174.738251,47.9,0.30,13,0.9,103.8,4.214,1,40
2026-03-22T11:18:19,-36.856274,174.738266,48.0,0.75,13,0.8,104.0,4.214,1,41
2026-03-22T11:21:21,-36.856293,174.738251,49.1,1.24,14,0.7,103.7,4.213,1,42
2026-03-22T11:24:23,-36.856335,174.738220,49.0,0.80,11,0.8,103.8,4.213,1,43
2026-03-22T11:27:25,-36.856335,174.738205,47.3,0.69,11,0.8,104.0,4.213,1,44
2026-03-22T11:30:27,-36.856258,174.738251,45.4,0.07,12,0.8,103.8,4.214,1,45
2026-03-22T11:33:29,-36.856274,174.738220,42.2,0.79,13,0.8,104.0,4.213,1,46
2026-03-22T11:36:31,-36.856258,174.738220,40.8,0.62,14,0.7,103.7,4.213,1,47
2026-03-22T11:39:33,-36.856274,174.738251,39.7,0.68,12,0.8,103.8,4.213,1,48
2026-03-22T11:42:35,-36.856255,174.738281,40.9,0.14,14,0.7,103.8,4.213,1,49
2026-03-22T11:45:37,-36.856312,174.738297,41.1,0.93,12,0.8,103.8,4.213,1,50
2026-03-22T11:48:39,-36.856358,174.738297,46.7,0.40,10,0.9,103.7,4.213,1,51
2026-03-22T11:51:41,-36.856194,174.738266,43.7,0.68,10,0.9,103.8,4.210,1,52
2026-03-22T11:54:43,-36.856213,174.738251,41.6,0.43,10,0.9,103.8,4.213,1,53
2026-03-22T11:57:46,-36.856228,174.738251,37.2,0.29,11,0.8,104.0,4.214,1,54
2026-03-22T12:00:48,-36.856289,174.738235,37.3,0.66,11,0.8,103.8,4.213,1,55
2026-03-22T12:03:50,-36.856236,174.738220,38.0,0.41,13,0.8,103.8,4.213,1,56
2026-03-22T12:06:52,-36.856236,174.738281,38.1,0.96,12,0.8,103.8,4.213,1,57
2026-03-22T12:09:54,-36.856270,174.738235,38.9,0.54,10,1.0,103.7,4.211,1,58
2026-03-22T12:12:55,-36.856274,174.738205,34.6,1.32,11,0.9,103.8,4.211,1,59
2026-03-22T12:15:57,-36.856289,174.738266,33.5,0.39,10,0.9,103.7,4.211,1,60
2026-03-22T12:18:59,-36.856247,174.738297,32.5,0.83,8,1.0,103.7,4.211,1,61
2026-03-22T12:22:01,-36.856232,174.738251,33.1,1.00,10,0.9,103.8,4.211,1,62
2026-03-22T12:25:03,-36.856213,174.738281,34.3,0.92,11,0.9,103.5,4.213,1,63
2026-03-22T12:28:05,-36.856247,174.738327,33.3,0.57,10,1.0,103.8,4.214,1,64
2026-03-22T12:31:07,-36.856194,174.738220,34.4,0.82,11,0.8,103.8,4.213,1,65
2026-03-22T12:34:09,-36.856285,174.738251,34.4,0.94,10,0.9,103.5,4.213,1,66
2026-03-22T12:37:11,-36.856236,174.738220,36.2,0.38,13,0.8,103.5,4.213,1,67
2026-03-22T12:40:13,-36.856274,174.738174,38.2,0.77,12,0.9,103.7,4.213,1,68
2026-03-22T12:43:15,-36.856236,174.738251,38.6,0.39,13,0.8,104.0,4.213,1,69
2026-03-22T12:46:17,-36.856186,174.738205,38.0,0.44,11,0.9,103.8,4.211,1,70
2026-03-22T12:49:19,-36.856274,174.738220,38.1,0.17,10,1.2,103.7,4.211,1,71
2026-03-22T12:52:21,-36.856232,174.738190,35.2,0.20,11,0.9,103.7,4.211,1,72
2026-03-22T12:55:23,-36.856194,174.738281,36.0,0.35,12,0.8,103.8,4.213,1,73
2026-03-22T12:58:25,-36.856194,174.738297,41.0,0.40,12,1.0,103.7,4.213,1,74
2026-03-22T13:01:27,-36.856236,174.738251,40.6,0.23,10,1.0,103.8,4.213,1,75
2026-03-22T13:04:29,-36.856281,174.738251,39.3,0.98,10,0.9,103.7,4.213,1,76
2026-03-22T13:07:31,-36.856258,174.738235,37.6,0.26,9,1.0,103.7,4.213,1,77
2026-03-22T13:10:33,-36.856243,174.738235,38.5,0.62,12,0.8,103.7,4.211,1,78
2026-03-22T13:13:35,-36.856171,174.738297,38.2,0.15,12,0.9,103.8,4.211,1,79
2026-03-22T13:16:37,-36.856190,174.738281,40.6,0.42,12,0.8,103.7,4.213,1,80
2026-03-22T13:19:39,-36.856201,174.738251,42.8,0.83,13,0.8,103.7,4.213,1,81
2026-03-22T13:22:41,-36.856205,174.738266,42.5,0.17,12,0.9,103.8,4.213,1,82
2026-03-22T13:25:43,-36.856209,174.738251,42.1,0.12,11,1.1,103.7,4.211,1,83
2026-03-22T13:28:45,-36.856194,174.738297,42.0,0.44,12,0.9,103.8,4.213,1,84
2026-03-22T13:31:47,-36.856194,174.738312,41.2,0.33,12,1.0,103.8,4.213,1,85
2026-03-22T13:34:49,-36.856209,174.738297,42.1,0.40,10,1.0,103.7,4.213,1,86
2026-03-22T13:37:51,-36.856174,174.738297,41.8,0.49,14,0.8,103.7,4.211,1,87
2026-03-22T13:40:53,-36.856110,174.738312,42.1,0.77,9,1.1,103.7,4.211,1,88
2026-03-22T13:43:55,-36.856159,174.738297,42.5,0.57,9,1.1,103.7,4.211,1,89
2026-03-22T13:46:57,-36.856232,174.738266,42.9,0.61,11,0.8,103.8,4.211,1,90
2026-03-22T13:49:59,-36.856136,174.738312,41.1,0.69,14,0.8,103.5,4.214,1,91
2026-03-22T13:53:01,-36.856194,174.738312,44.5,0.01,12,0.9,103.8,4.211,1,92
2026-03-22T13:56:03,-36.856186,174.738266,44.8,0.52,14,0.7,103.7,4.213,1,93
2026-03-22T13:59:05,-36.856213,174.738297,44.2,0.91,14,0.8,103.7,4.211,1,94
2026-03-22T14:02:07,-36.856163,174.738251,44.4,0.63,13,0.8,103.7,4.209,1,95
2026-03-22T14:05:09,-36.856163,174.738266,44.3,0.60,14,0.8,103.8,4.211,1,96
2026-03-22T14:08:11,-36.856205,174.738281,40.8,0.90,12,0.8,103.7,4.210,1,97
2026-03-22T14:11:13,-36.856209,174.738251,39.5,0.74,14,0.8,103.8,4.210,1,98
2026-03-22T14:14:14,-36.856178,174.738266,38.0,0.68,10,1.2,103.7,4.211,1,99
2026-03-22T14:17:17,-36.856194,174.738297,37.5,0.43,12,0.8,103.7,4.211,1,100
2026-03-22T14:20:19,-36.856224,174.738281,38.9,0.69,13,0.9,103.8,4.210,1,101
2026-03-22T14:23:21,-36.856190,174.738251,41.2,0.31,12,0.9,103.5,4.211,1,102
2026-03-22T14:26:23,-36.856182,174.738251,41.0,1.24,11,0.9,103.7,4.210,1,103
2026-03-22T14:29:25,-36.856243,174.738220,40.6,1.09,11,0.9,103.8,4.210,1,104
2026-03-22T14:29:52,-36.856255,174.738220,40.0,0.15,11,0.9,103.8,4.211,1,105
2026-03-22T14:30:19,-36.856224,174.738220,40.2,0.39,11,0.9,103.5,4.210,1,106
2026-03-22T14:33:22,-36.856194,174.738205,41.4,0.33,11,1.0,103.7,4.211,1,107
2026-03-22T14:36:25,-36.856174,174.738220,41.7,0.16,13,0.8,103.5,4.211,1,108
2026-03-22T14:39:27,-36.856163,174.738235,40.4,0.30,14,0.9,104.0,4.210,1,109
2026-03-22T14:42:29,-36.856224,174.738235,43.0,0.54,11,0.9,103.7,4.210,1,110
2026-03-22T14:45:31,-36.856220,174.738220,42.7,0.11,13,0.8,103.7,4.211,1,111
2026-03-22T14:48:33,-36.856224,174.738220,43.7,1.48,15,0.7,103.7,4.211,1,112
2026-03-22T14:51:35,-36.856224,174.738220,44.1,0.52,14,0.7,103.7,4.211,1,113
2026-03-22T14:54:36,-36.856190,174.738220,43.3,0.04,16,0.8,103.7,4.209,1,114
2026-03-22T14:57:38,-36.856255,174.738190,41.3,1.12,13,1.0,103.5,4.213,1,115
2026-03-22T15:00:40,-36.856220,174.738220,38.4,0.72,14,0.9,103.7,4.211,1,116
2026-03-22T15:03:42,-36.856174,174.738220,38.8,0.21,14,1.0,103.7,4.210,1,117
2026-03-22T15:06:44,-36.856213,174.738190,39.1,0.67,12,1.0,103.7,4.210,1,118
2026-03-22T15:09:46,-36.856186,174.738190,39.0,0.78,13,0.9,103.7,4.213,1,119
2026-03-22T15:12:48,-36.856167,174.738220,37.8,0.73,15,0.9,103.5,4.210,1,120
2026-03-22T15:15:50,-36.856194,174.738235,37.5,0.51,11,1.0,103.5,4.211,1,121
2026-03-22T15:18:52,-36.856167,174.738235,38.2,0.80,11,1.1,104.0,4.211,1,122
2026-03-22T15:21:54,-36.856171,174.738190,38.2,0.59,15,0.9,103.7,4.211,1,123
2026-03-22T15:24:56,-36.856220,174.738220,34.9,0.89,12,1.0,103.5,4.211,1,124
2026-03-22T15:27:58,-36.856194,174.738266,32.9,0.85,15,0.9,103.5,4.211,1,125
2026-03-22T15:30:59,-36.856201,174.738235,34.5,0.19,12,1.0,103.7,4.211,1,126
2026-03-22T15:34:02,-36.856209,174.738297,34.1,0.18,11,1.0,103.8,4.210,1,127
2026-03-22T15:37:04,-36.856197,174.738266,33.8,0.25,11,1.0,103.7,4.210,1,128
2026-03-22T15:40:06,-36.856201,174.738220,34.7,0.42,11,1.0,103.7,4.210,1,129
2026-03-22T15:43:08,-36.856213,174.738251,33.3,0.43,11,1.1,103.8,4.210,1,130
2026-03-22T15:46:10,-36.856251,174.738266,33.5,1.52,11,1.1,103.5,4.210,1,131
2026-03-22T15:49:12,-36.856274,174.738205,39.0,0.26,8,1.2,103.5,4.209,1,132
2026-03-22T15:52:14,-36.856236,174.738220,36.3,1.55,10,1.1,103.5,4.210,1,133
2026-03-22T15:55:16,-36.856255,174.738235,36.6,0.39,12,0.8,103.8,4.213,1,134
2026-03-22T15:58:18,-36.856247,174.738205,39.7,1.17,12,0.9,103.4,4.211,1,135
2026-03-22T16:01:20,-36.856178,174.738266,41.7,0.72,13,0.9,103.5,4.210,1,136
2026-03-22T16:04:22,-36.856197,174.738235,41.8,0.45,11,1.2,103.5,4.211,1,137
2026-03-22T16:07:24,-36.856365,174.738144,36.5,1.29,11,0.9,103.5,4.210,1,138
2026-03-22T16:10:26,-36.856266,174.738220,35.9,1.54,11,0.8,103.4,4.210,1,139
2026-03-22T16:10:53,-36.856251,174.738220,35.3,0.83,13,0.8,103.8,4.211,1,140
2026-03-22T16:11:21,-36.856205,174.738281,34.7,1.08,11,1.0,103.8,4.210,1,141
2026-03-22T16:11:48,-36.856155,174.738297,34.2,0.63,9,1.3,103.7,4.211,1,142
2026-03-22T16:12:16,-36.856163,174.738297,34.0,0.47,10,1.2,103.4,4.210,1,143
2026-03-22T16:15:18,-36.856190,174.738297,38.3,0.63,11,0.8,103.4,4.210,1,144
2026-03-22T16:18:20,-36.856220,174.738251,37.3,0.82,10,0.9,103.5,4.211,1,145
2026-03-22T16:21:22,-36.856216,174.738266,36.7,0.67,11,0.8,103.7,4.210,1,146
2026-03-22T16:24:24,-36.856270,174.738312,37.8,0.26,11,1.0,103.4,4.213,1,147
2026-03-22T16:27:26,-36.856285,174.738190,39.7,1.14,14,0.7,103.7,4.210,1,148
2026-03-22T16:30:28,-36.856228,174.738297,38.3,0.43,10,0.9,103.5,4.209,1,149
2026-03-22T16:33:29,-36.856155,174.738266,40.3,0.08,14,0.8,103.5,4.210,1,150
2026-03-22T16:36:32,-36.856224,174.738251,41.3,0.33,14,0.7,103.4,4.210,1,151
2026-03-22T16:39:34,-36.856243,174.738220,41.6,0.05,13,0.8,103.7,4.210,1,152
2026-03-22T16:42:36,-36.856228,174.738220,42.1,1.22,9,1.1,103.5,4.207,1,153
2026-03-22T16:45:38,-36.856270,174.738235,42.6,0.23,15,0.7,103.5,4.211,1,154
2026-03-22T16:48:39,-36.856270,174.738220,44.1,0.18,13,0.8,103.7,4.210,1,155
2026-03-22T16:51:42,-36.856319,174.738190,46.5,0.53,10,0.8,103.7,4.210,1,156
2026-03-22T16:54:44,-36.856277,174.738174,48.4,0.28,16,0.7,103.7,4.211,1,157
2026-03-22T16:57:46,-36.856255,174.738220,49.7,0.57,16,0.6,103.7,4.211,1,158
2026-03-22T17:00:48,-36.856285,174.738220,48.0,0.83,14,0.8,103.5,4.211,1,159
2026-03-22T17:03:50,-36.856327,174.738220,47.8,0.83,12,0.7,103.4,4.211,1,160
2026-03-22T17:06:52,-36.856274,174.738251,46.4,0.94,13,0.8,103.7,4.211,1,161
2026-03-22T17:09:54,-36.856232,174.738251,45.6,0.51,15,0.7,103.8,4.210,1,162
2026-03-22T17:12:57,-36.856262,174.738220,46.8,0.54,15,0.7,103.5,4.210,1,163
2026-03-22T17:15:59,-36.856293,174.738205,48.2,1.05,15,0.7,103.5,4.210,1,164
2026-03-22T17:19:01,-36.856373,174.738266,51.8,0.64,14,0.8,103.5,4.210,1,165
2026-03-22T17:22:03,-36.856262,174.738266,50.8,0.27,16,0.7,103.4,4.210,1,166
