datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-05-25T09:38:49,51.759975,14.333371,59.5,0.08,86.0,3,3.2,0.0,3.114,0.0,0,1,2
2026-05-25T09:42:10,51.759926,14.333755,53.3,0.55,201.6,4,2.6,0.0,3.172,0.0,0,1,3
2026-05-25T09:45:22,51.760162,14.334070,92.6,0.10,115.9,3,4.2,0.0,3.215,0.0,0,1,4
2026-05-25T09:48:30,51.760101,14.333397,93.6,2.86,272.0,3,2.9,0.0,3.254,0.0,0,1,5
2026-05-25T09:51:40,51.760025,14.333543,88.0,0.44,177.6,3,6.0,0.0,3.286,0.0,0,1,6
2026-05-25T09:54:57,51.759819,14.333907,84.1,3.60,118.1,5,1.3,0.0,3.316,0.0,0,1,7
2026-05-25T09:58:06,51.759941,14.333333,77.2,0.31,268.9,3,2.0,0.1,3.342,0.0,0,1,8
2026-05-25T10:01:16,51.760052,14.333328,76.4,0.34,342.9,3,4.4,0.1,3.364,0.0,0,1,9
2026-05-25T10:04:25,51.759583,14.333693,87.4,0.10,322.9,3,4.4,0.1,3.385,0.0,0,1,10
2026-05-25T10:07:33,51.759769,14.334147,96.5,1.75,82.0,3,4.1,0.1,3.405,0.0,0,1,11
2026-05-25T10:10:49,51.759872,14.334323,128.3,0.37,107.2,3,2.9,0.1,3.422,-0.2,0,1,12
2026-05-25T10:14:08,51.759716,14.334785,123.2,1.41,45.4,4,2.9,0.3,3.441,-0.4,0,1,13
2026-05-25T10:17:18,51.759998,14.333779,96.2,0.83,262.2,4,1.7,0.5,3.455,-0.4,0,1,14
2026-05-25T10:20:30,51.759991,14.334235,87.0,0.13,83.4,3,1.5,0.6,3.467,-0.4,0,1,15
2026-05-25T10:20:30,,,,,,,,0.8,3.481,-0.4,0,0,16
2026-05-25T10:27:15,51.760082,14.333645,70.2,0.37,0.1,3,2.9,0.9,3.487,-0.4,0,1,17
2026-05-25T10:30:39,51.760017,14.333448,69.0,0.05,229.8,3,1.5,1.0,3.491,-0.4,0,1,18
2026-05-25T10:33:56,51.759945,14.333447,79.2,4.95,247.8,4,2.4,1.0,3.496,-0.4,0,1,19
2026-05-25T10:37:14,51.760056,14.333593,58.5,0.84,103.2,5,1.5,1.0,3.495,-0.4,0,1,20
2026-05-25T10:40:23,51.760067,14.333482,60.9,0.41,292.8,3,1.4,1.0,3.496,-0.4,0,1,21
2026-05-25T10:43:34,51.760082,14.333749,43.6,0.29,30.2,5,1.9,1.1,3.501,-0.4,0,1,22
2026-05-25T10:46:45,51.760113,14.333656,55.1,0.13,233.8,5,1.9,1.1,3.500,-0.6,0,1,23
2026-05-25T10:50:01,51.759968,14.333333,21.9,0.96,149.2,4,3.1,1.1,3.504,-0.4,0,1,24
2026-05-25T10:53:19,51.760479,14.333034,-62.6,3.40,289.5,4,1.9,1.1,3.505,-0.4,0,1,25
2026-05-25T10:56:33,51.760010,14.333565,50.4,0.98,69.4,4,3.2,1.1,3.506,-0.4,0,1,26
2026-05-25T10:59:58,51.759987,14.333199,61.0,1.06,274.4,3,1.7,1.1,3.509,-0.4,0,1,27
2026-05-25T11:03:07,51.759933,14.333485,59.0,0.40,84.7,3,3.6,1.2,3.511,-0.4,0,1,28
2026-05-25T11:06:15,51.759914,14.333409,59.1,1.33,277.8,4,1.7,1.3,3.514,-0.4,0,1,29
2026-05-25T11:09:31,51.759960,14.333448,60.5,0.05,124.8,4,1.6,1.3,3.515,-0.4,0,1,30
2026-05-25T11:12:40,51.759975,14.333354,54.6,0.39,44.4,3,1.6,1.3,3.517,-0.4,0,1,31
2026-05-25T11:15:50,51.759830,14.333388,49.3,0.74,63.8,3,6.5,1.3,3.521,-0.6,0,1,32
2026-05-25T11:19:01,51.759903,14.333402,55.4,0.02,132.5,3,2.4,1.4,3.524,-0.4,0,1,33
2026-05-25T11:22:10,51.759903,14.333444,55.0,0.00,158.1,3,4.1,1.4,3.527,-0.4,0,1,34
2026-05-25T11:25:28,51.760014,14.333642,76.7,1.04,267.1,4,2.7,1.5,3.531,-0.4,0,1,35
2026-05-25T11:28:41,51.759968,14.333589,92.4,0.06,100.4,4,2.4,1.5,3.534,-0.4,0,1,36
2026-05-25T11:31:54,51.759823,14.333688,86.3,0.05,194.1,3,2.1,1.5,3.537,-0.4,0,1,37
