datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-06-06T08:06:19,52.089966,13.719304,60.4,42.86,339.3,4,2.0,81.4,4.034,-4.4,0,1,4
2026-06-06T08:06:47,52.094917,13.716084,56.4,41.27,340.2,4,1.9,81.6,4.035,-4.4,0,1,5
2026-06-06T08:07:14,52.099323,13.712314,57.1,37.32,325.5,4,1.9,81.9,4.032,-4.2,0,1,6
2026-06-06T08:07:52,52.105301,13.704808,49.1,39.25,333.8,4,2.0,81.7,4.035,-4.4,0,1,7
2026-06-06T08:08:20,52.113197,13.696331,46.6,75.22,326.8,5,1.6,82.1,4.036,-4.4,0,1,8
2026-06-06T08:08:47,52.121056,13.688077,43.6,75.71,326.7,5,1.6,82.1,4.036,-4.4,0,1,9
2026-06-06T08:09:15,52.129124,13.679624,43.2,75.20,327.4,4,2.0,82.1,4.037,-4.4,0,1,10
2026-06-06T08:09:43,52.137299,13.670945,44.2,75.31,327.1,4,2.1,82.4,4.040,-4.4,0,1,11
2026-06-06T08:10:11,52.145359,13.662453,41.8,70.78,328.1,4,2.0,82.2,4.041,-4.4,0,1,12
2026-06-06T08:10:38,52.152020,13.655704,38.1,55.90,326.7,4,2.0,82.4,4.040,-4.4,0,1,13
2026-06-06T08:11:06,52.156719,13.651652,35.2,41.84,337.9,4,2.0,82.4,4.043,-4.4,0,1,14
2026-06-06T08:11:33,52.161545,13.649101,30.8,37.87,342.0,4,2.0,82.5,4.043,2197.5,0,1,15
2026-06-06T08:12:01,52.166599,13.647744,31.3,47.32,352.1,4,2.0,82.9,4.044,-4.4,0,1,16
2026-06-06T08:12:54,52.181339,13.635675,180.9,37.04,353.1,3,2.8,82.7,4.044,-4.4,0,1,17
2026-06-06T08:17:31,52.228951,13.627272,10.4,0.91,124.2,4,3.7,83.8,4.051,-4.4,0,1,20
2026-06-06T08:20:33,52.240181,13.635454,62.9,5.63,359.6,3,2.9,84.2,4.056,-4.4,0,1,21
2026-06-06T08:36:36,52.367508,13.525342,23.0,20.98,250.5,5,1.9,79.3,4.016,-4.2,0,1,46
2026-06-06T08:37:03,52.366592,13.521083,23.7,21.00,249.7,5,2.0,79.4,4.010,-4.4,0,1,47
2026-06-06T08:37:03,,,,,,,,78.0,4.004,-4.2,0,0,51
2026-06-06T08:37:03,,,,,,,,77.5,4.001,-4.4,0,0,52
2026-06-06T08:37:03,,,,,,,,77.5,4.001,-4.4,0,0,53
2026-06-06T08:37:03,,,,,,,,76.3,3.996,-4.4,0,0,55
2026-06-06T08:37:03,,,,,,,,75.9,3.987,-4.4,0,0,57
2026-06-06T08:37:03,,,,,,,,75.2,3.986,-4.4,0,0,58
2026-06-06T08:37:03,,,,,,,,75.0,3.981,-4.4,0,0,59
2026-06-06T08:37:03,,,,,,,,74.5,3.979,-4.4,0,0,60
2026-06-06T08:37:03,,,,,,,,72.6,3.964,-4.4,0,0,63
2026-06-06T10:56:19,52.362289,13.506536,646.9,1.29,209.2,4,1.3,72.1,3.965,-4.4,0,1,64
2026-06-06T10:56:47,52.361851,13.506020,241.6,2.12,297.2,3,1.4,72.6,3.957,-4.4,0,1,65
2026-06-06T10:57:15,52.361736,13.505555,240.1,2.87,228.3,3,1.4,72.4,3.957,-4.4,0,1,66
2026-06-06T10:57:15,,,,,,,,72.1,3.963,-4.4,0,0,67
2026-06-06T10:57:15,,,,,,,,72.2,3.961,-4.4,0,0,68
2026-06-06T11:04:43,52.360985,13.506200,26.4,9.84,159.6,3,2.5,71.9,3.959,-4.4,0,1,69
2026-06-06T11:05:11,52.359825,13.506925,34.6,8.70,161.2,5,1.1,72.2,3.954,-4.4,0,1,70
2026-06-06T11:05:38,52.358677,13.507673,37.8,0.11,160.8,3,2.5,72.2,3.954,-4.4,0,1,71
2026-06-06T11:06:06,52.357254,13.508267,37.3,7.16,186.6,3,3.8,72.2,3.956,-4.4,0,1,72
2026-06-06T11:06:33,52.356369,13.507397,38.4,12.26,217.0,3,1.5,71.9,3.955,-4.4,0,1,73
2026-06-06T11:07:01,52.355167,13.506053,42.2,10.50,213.5,4,1.3,71.9,3.954,-4.4,0,1,74
2026-06-06T11:07:28,52.354015,13.504675,45.5,10.68,230.7,5,1.2,72.1,3.954,-4.4,0,1,75
2026-06-06T11:07:28,,,,,,,,72.1,3.961,-4.4,0,0,76
2026-06-06T11:07:28,,,,,,,,72.1,3.959,-4.4,0,0,77
2026-06-06T11:07:28,,,,,,,,71.9,3.957,-4.4,0,0,78
2026-06-06T11:07:28,,,,,,,,68.3,3.934,-4.4,0,0,90
2026-06-06T11:07:28,,,,,,,,68.0,3.929,-3.7,0,0,91
2026-06-06T14:09:26,51.512875,-0.328092,37.2,36.20,80.2,10,1.0,66.1,3.910,-4.0,0,1,97
2026-06-06T14:09:53,51.513302,-0.323150,36.4,14.78,81.7,10,1.0,66.1,3.902,-4.0,0,1,98
2026-06-06T14:10:21,51.513313,-0.322503,32.6,0.06,78.8,10,1.1,66.6,3.910,-3.7,0,1,99
2026-06-06T14:10:48,51.513332,-0.322348,31.5,5.99,89.7,10,1.1,66.1,3.910,-4.0,0,1,100
2026-06-06T14:11:16,51.513939,-0.316225,30.2,37.51,83.5,9,1.3,66.4,3.910,-4.0,0,1,101
2026-06-06T14:11:43,51.514370,-0.308258,30.6,41.91,82.8,8,1.3,65.9,3.906,-4.0,0,1,102
2026-06-06T14:12:11,51.514286,-0.302882,29.8,18.70,87.3,4,3.2,66.3,3.916,-3.7,0,1,103
2026-06-06T14:12:11,,,,,,,,66.1,3.914,-4.0,0,0,104
2026-06-06T14:40:07,,,,,,,,65.0,3.901,-4.0,0,0,125
2026-06-06T14:40:07,,,,,,,,64.7,3.900,-4.0,0,0,126
2026-06-06T14:40:07,,,,,,,,64.6,3.901,-3.7,0,0,127
2026-06-06T14:40:07,,,,,,,,61.8,3.878,-4.0,0,0,178
2026-06-06T14:40:07,,,,,,,,63.4,3.891,-3.7,0,0,179
2026-06-06T14:40:07,,,,,,,,64.8,3.904,-3.7,0,0,180
2026-06-06T14:40:07,,,,,,,,66.1,3.918,-4.0,0,0,181
2026-06-06T14:40:07,,,,,,,,67.6,3.928,-4.0,0,0,182
2026-06-06T14:40:07,,,,,,,,69.0,3.941,-4.4,0,0,183
2026-06-06T14:40:07,,,,,,,,70.9,3.954,-4.4,0,0,184
2026-06-06T14:40:07,,,,,,,,72.4,3.965,-4.4,0,0,185
2026-06-06T14:40:07,,,,,,,,74.1,3.977,-4.4,0,0,186
2026-06-06T14:40:07,,,,,,,,76.0,3.991,-4.4,0,0,187
2026-06-06T14:40:07,,,,,,,,77.8,4.005,-4.4,0,0,188
2026-06-06T14:40:07,,,,,,,,79.4,4.019,-4.4,0,0,189
2026-06-06T14:40:07,,,,,,,,81.1,4.031,-4.4,0,0,190
2026-06-06T14:40:07,,,,,,,,82.9,4.045,-4.4,0,0,191
2026-06-06T14:40:07,,,,,,,,84.5,4.060,-3.7,0,0,192
2026-06-06T14:40:07,,,,,,,,86.1,4.073,-4.0,0,0,193
2026-06-06T14:40:07,,,,,,,,87.8,4.085,-3.7,0,0,194
2026-06-06T14:40:07,,,,,,,,89.6,4.100,-4.4,0,0,195
2026-06-06T14:40:07,,,,,,,,91.5,4.115,-4.4,0,0,196
2026-06-06T14:40:07,,,,,,,,93.2,4.130,-4.2,0,0,197
2026-06-06T14:40:07,,,,,,,,95.3,4.145,-4.4,0,0,198
2026-06-06T14:40:07,,,,,,,,97.0,4.160,-4.2,0,0,199
2026-06-06T14:40:07,,,,,,,,99.2,4.177,-4.2,0,0,200
2026-06-06T14:40:07,,,,,,,,101.1,4.193,-4.2,0,0,201
2026-06-06T14:40:07,,,,,,,,103.2,4.210,-4.2,0,0,202
2026-06-06T14:40:07,,,,,,,,104.1,4.213,-4.4,0,0,203
2026-06-06T14:40:07,,,,,,,,104.1,4.215,-4.4,0,0,204
2026-06-06T14:40:07,,,,,,,,104.5,4.216,-4.2,0,0,205
2026-06-06T14:40:07,,,,,,,,104.3,4.218,-4.2,0,0,206
2026-06-06T14:40:07,,,,,,,,104.5,4.219,-4.2,0,0,207
2026-06-06T14:40:07,,,,,,,,104.5,4.218,-4.2,0,0,208
2026-06-06T14:40:07,,,,,,,,104.5,4.216,-4.2,0,0,209
2026-06-06T14:40:07,,,,,,,,104.5,4.216,-4.2,0,0,210
2026-06-06T14:40:07,,,,,,,,104.5,4.219,-4.2,0,0,211
2026-06-06T14:40:07,,,,,,,,104.3,4.218,-4.2,0,0,212
2026-06-06T14:40:07,,,,,,,,103.7,4.210,-4.2,0,0,213
2026-06-06T14:40:07,,,,,,,,103.5,4.210,-4.4,0,0,214
2026-06-06T14:40:07,,,,,,,,103.4,4.210,-4.2,0,0,215
2026-06-06T14:40:07,,,,,,,,103.7,4.209,-4.2,0,0,216
2026-06-06T14:40:07,,,,,,,,103.4,4.210,-4.2,0,0,217
2026-06-06T14:40:07,,,,,,,,103.0,4.209,-4.2,0,0,218
2026-06-06T14:40:07,,,,,,,,103.2,4.207,-4.2,0,0,219
2026-06-06T14:40:07,,,,,,,,103.2,4.209,-4.2,0,0,220
2026-06-06T14:40:07,,,,,,,,103.2,4.210,-4.2,0,0,221
2026-06-06T14:40:07,,,,,,,,103.2,4.206,-4.2,0,0,222
2026-06-06T14:40:07,,,,,,,,103.2,4.207,-4.2,0,0,223
2026-06-06T14:40:07,,,,,,,,103.5,4.207,-4.4,0,0,224
2026-06-06T14:40:07,,,,,,,,102.9,4.206,-4.4,0,0,225
2026-06-06T14:40:07,,,,,,,,103.2,4.207,-4.2,0,0,226
2026-06-06T14:40:07,,,,,,,,103.0,4.206,-4.2,0,0,227
2026-06-06T14:40:07,,,,,,,,103.4,4.206,-4.2,0,0,228
2026-06-06T14:40:07,,,,,,,,103.0,4.206,-4.2,0,0,229
2026-06-06T14:40:07,,,,,,,,102.9,4.207,-4.4,0,0,230
2026-06-06T14:40:07,,,,,,,,103.0,4.207,-4.2,0,0,231
2026-06-06T14:40:07,,,,,,,,103.2,4.205,-4.2,0,0,232
2026-06-06T14:40:07,,,,,,,,103.0,4.207,-4.2,0,0,233
2026-06-06T14:40:07,,,,,,,,102.9,4.205,-4.4,0,0,234
2026-06-06T14:40:07,,,,,,,,103.0,4.205,-4.2,0,0,235
2026-06-06T14:40:07,,,,,,,,103.0,4.206,-4.2,0,0,236
2026-06-06T14:40:07,,,,,,,,103.4,4.206,-4.2,0,0,237
