datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-05-16T09:27:48,34.051323,-4.994332,371.2,0.07,74.1,15,0.6,95.9,4.139,-4.4,0,1,82722
2026-05-16T10:49:40,34.053898,-4.969943,392.0,1.11,48.6,17,0.6,92.8,4.109,-4.4,0,1,82751
2026-05-16T14:52:09,34.058384,-5.004053,377.2,0.03,257.3,18,0.6,83.4,4.037,-4.4,0,1,82845
2026-05-16T14:58:48,34.052975,-4.993320,383.5,0.20,35.0,16,0.7,82.7,4.036,-4.4,0,1,82848
2026-05-16T15:13:30,34.056416,-4.970861,335.4,23.01,60.3,14,0.8,83.2,4.037,-4.2,0,1,82857
2026-05-16T15:14:55,34.053917,-4.968701,379.7,14.52,303.9,15,0.7,82.9,4.031,-4.4,0,1,82860
2026-05-16T15:28:20,34.058350,-4.966870,338.5,9.94,34.9,14,0.8,82.5,4.041,-4.4,0,1,82866
2026-05-16T15:33:54,34.057133,-4.979745,353.8,20.48,281.1,12,1.0,81.7,4.031,-4.4,0,1,82872
2026-05-16T15:34:22,34.055435,-4.981760,347.5,16.37,223.7,13,0.8,81.9,4.029,-4.2,0,1,82873
2026-05-16T15:50:04,34.066586,-4.987116,403.6,11.30,55.9,14,0.8,81.7,4.023,-4.4,0,1,82884
2026-05-16T16:54:47,34.068501,-4.983662,410.0,0.27,36.4,14,0.7,78.1,4.006,-4.4,0,1,82905
2026-05-16T17:13:09,34.064011,-4.985907,362.0,19.93,243.2,16,0.6,78.3,4.010,-4.4,0,1,82916
2026-05-16T17:16:40,34.058041,-4.984416,371.4,16.59,93.1,14,0.7,78.1,4.005,-4.4,0,1,82923
2026-05-16T17:18:09,34.060734,-4.982027,364.7,7.83,345.1,12,0.8,78.3,4.009,-4.4,0,1,82926
