datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-03-31T07:58:35,-9.634995,-138.220627,9.0,12.82,77.8,7,1.5,96.4,4.164,-0.6,0,1,1
2026-03-31T08:01:36,-9.631540,-138.209549,16.9,13.90,73.2,7,1.4,98.1,4.170,-4.2,0,1,2
2026-03-31T08:02:04,-9.631063,-138.207794,16.0,13.34,73.1,7,1.4,92.6,4.121,-4.2,0,1,3
2026-03-31T08:02:32,-9.630618,-138.206085,21.2,13.38,73.8,7,1.4,92.1,4.120,2452.5,0,1,4
2026-03-31T08:03:00,-9.630225,-138.204346,23.6,14.04,81.6,7,1.4,92.1,4.119,-4.4,0,1,5
2026-03-31T08:03:28,-9.629700,-138.202606,22.2,13.43,79.2,7,1.4,92.3,4.119,-4.2,0,1,6
2026-03-31T08:03:56,-9.629242,-138.200958,19.1,12.32,77.7,7,1.7,92.1,4.117,-4.4,0,1,7
2026-03-31T08:04:24,-9.628790,-138.199249,28.7,14.20,77.5,7,1.4,92.0,4.119,-4.2,0,1,8
2026-03-31T08:04:52,-9.628289,-138.197571,41.0,13.20,76.9,7,1.4,92.0,4.119,-4.2,0,1,9
2026-03-31T08:05:20,-9.627771,-138.195847,48.1,13.69,71.7,7,1.4,91.8,4.117,-4.2,0,1,10
2026-03-31T08:05:48,-9.627275,-138.194092,51.1,12.66,79.3,7,1.7,92.0,4.116,-4.2,0,1,11
2026-03-31T08:06:16,-9.626811,-138.192368,49.4,13.30,75.6,7,1.4,91.8,4.116,-4.2,0,1,12
2026-03-31T08:06:44,-9.626363,-138.190598,46.2,14.08,75.4,7,1.4,91.8,4.116,-4.2,0,1,13
2026-03-31T08:07:12,-9.625858,-138.188843,40.3,14.29,72.6,7,1.4,92.1,4.114,-4.4,0,1,14
2026-03-31T08:07:40,-9.625363,-138.187073,33.2,15.47,75.2,7,1.4,92.0,4.115,-4.2,0,1,15
2026-03-31T08:08:08,-9.624987,-138.185287,34.6,14.23,77.3,7,1.4,91.6,4.114,-4.2,0,1,16
2026-03-31T08:08:36,-9.624456,-138.183533,37.1,12.90,72.3,7,1.4,91.6,4.113,-4.2,0,1,17
2026-03-31T08:09:04,-9.624089,-138.181778,38.4,13.76,74.1,7,1.4,91.8,4.114,-4.2,0,1,18
2026-03-31T08:09:32,-9.623485,-138.180023,41.8,13.85,73.3,7,1.7,91.8,4.115,-4.2,0,1,19
2026-03-31T08:10:00,-9.622992,-138.178284,39.2,13.96,72.9,7,1.7,91.6,4.114,-4.2,0,1,20
2026-03-31T08:10:28,-9.622571,-138.176498,35.9,14.13,77.1,7,1.4,91.8,4.115,-4.2,0,1,21
2026-03-31T08:10:56,-9.622129,-138.174774,29.1,13.66,76.6,7,1.4,91.5,4.113,-4.4,0,1,22
2026-03-31T08:11:24,-9.621693,-138.173035,23.4,13.85,74.4,7,1.6,91.3,4.114,-4.2,0,1,23
2026-03-31T08:11:52,-9.621326,-138.171249,18.3,14.31,73.9,7,1.4,91.6,4.113,-4.2,0,1,24
2026-03-31T08:12:20,-9.620868,-138.169495,16.7,13.74,80.2,7,1.4,91.3,4.113,-4.2,0,1,25
2026-03-31T08:12:48,-9.620333,-138.167847,21.3,14.01,71.2,7,1.6,91.3,4.113,-4.2,0,1,26
2026-03-31T08:13:16,-9.619916,-138.166107,28.4,15.12,75.5,7,1.4,91.5,4.111,-4.4,0,1,27
2026-03-31T08:13:44,-9.619410,-138.164398,29.4,13.69,76.5,7,1.4,91.3,4.113,-4.2,0,1,28
2026-03-31T08:14:12,-9.618917,-138.162643,26.2,12.71,71.5,7,1.4,91.2,4.111,-4.2,0,1,29
2026-03-31T08:14:40,-9.618511,-138.160858,25.4,13.42,78.8,7,1.6,91.3,4.111,-4.2,0,1,30
2026-03-31T08:15:08,-9.618070,-138.159103,18.0,13.86,73.0,8,1.1,91.2,4.109,-4.2,0,1,31
2026-03-31T08:15:36,-9.617615,-138.157394,15.1,12.91,73.8,8,1.2,91.3,4.111,-4.2,0,1,32
2026-03-31T08:16:04,-9.617145,-138.155670,16.5,13.33,80.1,8,1.2,91.5,4.111,-4.4,0,1,33
2026-03-31T08:16:32,-9.616647,-138.153976,15.3,13.73,72.3,8,1.1,91.0,4.110,-4.2,0,1,34
2026-03-31T08:17:00,-9.616156,-138.152252,2.8,13.25,77.3,8,1.1,91.2,4.113,-4.2,0,1,35
2026-03-31T08:17:28,-9.615729,-138.150543,0.5,13.35,79.3,8,1.2,91.2,4.111,-4.2,0,1,36
2026-03-31T08:17:56,-9.615232,-138.148819,2.5,13.76,80.8,6,1.3,91.2,4.109,-4.2,0,1,37
2026-03-31T08:18:24,-9.614786,-138.147079,3.9,12.96,76.0,7,1.3,91.3,4.110,-4.2,0,1,38
2026-03-31T08:18:52,-9.614305,-138.145340,-1.0,14.11,77.0,7,1.3,91.0,4.109,-4.2,0,1,39
2026-03-31T08:19:20,-9.613860,-138.143646,-0.7,13.29,77.4,7,1.3,90.9,4.110,-4.4,0,1,40
2026-03-31T08:19:48,-9.613417,-138.141907,-0.1,13.50,79.3,7,1.3,90.9,4.110,-4.4,0,1,41
2026-03-31T08:20:16,-9.612929,-138.140182,1.2,13.91,77.3,8,1.1,91.2,4.109,-4.2,0,1,42
2026-03-31T08:20:44,-9.612561,-138.138412,-1.9,13.19,76.1,8,1.1,91.2,4.109,-4.2,0,1,43
2026-03-31T08:21:12,-9.612072,-138.136719,-2.4,13.40,78.7,8,1.1,90.9,4.110,-4.4,0,1,44
2026-03-31T08:21:40,-9.611555,-138.134995,-3.3,14.66,74.1,8,1.1,91.2,4.108,-4.2,0,1,45
2026-03-31T08:22:08,-9.611125,-138.133255,4.2,13.29,77.8,8,1.1,91.0,4.109,-4.2,0,1,46
2026-03-31T08:22:36,-9.610728,-138.131500,13.7,14.21,74.5,8,1.1,91.2,4.108,-4.2,0,1,47
2026-03-31T08:23:04,-9.610223,-138.129791,19.0,13.31,73.5,8,1.1,91.0,4.109,-4.2,0,1,48
2026-03-31T08:23:32,-9.609741,-138.128067,22.9,13.56,73.1,8,1.1,90.9,4.109,-4.4,0,1,49
2026-03-31T08:24:00,-9.609324,-138.126282,19.4,13.66,77.0,8,1.1,91.0,4.109,-4.2,0,1,50
2026-03-31T08:24:28,-9.608828,-138.124557,17.2,14.24,75.2,8,1.1,90.7,4.108,-4.2,0,1,51
2026-03-31T08:24:56,-9.608391,-138.122833,5.9,13.50,78.9,8,1.1,91.0,4.109,-4.2,0,1,52
2026-03-31T08:25:24,-9.607934,-138.121094,-7.1,13.35,76.5,8,1.1,91.0,4.108,-4.2,0,1,53
2026-03-31T08:25:52,-9.607478,-138.119354,-16.5,13.31,74.7,8,1.1,90.7,4.106,-4.2,0,1,54
2026-03-31T08:26:20,-9.607043,-138.117599,-21.7,14.13,77.1,8,1.1,90.7,4.106,-4.2,0,1,55
2026-03-31T08:26:48,-9.606628,-138.115860,-29.5,13.58,78.6,8,1.1,90.7,4.108,-4.2,0,1,56
2026-03-31T08:27:16,-9.606208,-138.114075,-33.3,13.45,76.2,8,1.1,91.0,4.108,-4.2,0,1,57
2026-03-31T08:27:44,-9.605710,-138.112320,-33.5,13.09,78.4,8,1.1,90.9,4.106,-4.4,0,1,58
2026-03-31T08:28:12,-9.605237,-138.110550,-36.7,13.27,77.0,8,1.1,90.7,4.106,-4.2,0,1,59
2026-03-31T08:28:40,-9.604831,-138.108780,-43.9,13.14,75.5,8,1.1,90.7,4.106,-4.2,0,1,60
2026-03-31T08:29:08,-9.604360,-138.107040,-51.0,13.72,78.0,8,1.1,90.5,4.106,-4.2,0,1,61
2026-03-31T08:29:36,-9.603843,-138.105316,-52.5,13.57,75.2,8,1.1,90.5,4.106,-4.2,0,1,62
2026-03-31T08:30:04,-9.603327,-138.103607,-48.8,13.98,75.0,8,1.1,90.7,4.106,-4.2,0,1,63
2026-03-31T08:30:32,-9.602874,-138.101883,-43.7,13.73,78.9,8,1.1,90.5,4.106,-4.2,0,1,64
2026-03-31T08:31:00,-9.602463,-138.100189,-39.5,13.22,76.4,8,1.1,90.5,4.105,-4.2,0,1,65
2026-03-31T08:31:28,-9.602036,-138.098450,-38.0,14.57,76.4,8,1.1,90.4,4.106,2406.4,0,1,66
2026-03-31T08:31:56,-9.601532,-138.096725,-30.8,13.78,73.9,8,1.1,90.5,4.106,-4.2,0,1,67
2026-03-31T08:32:24,-9.601118,-138.094986,-30.6,13.71,76.8,8,1.1,90.5,4.104,-4.2,0,1,68
2026-03-31T08:32:52,-9.600680,-138.093262,-32.5,13.65,77.6,8,1.2,90.5,4.106,-4.2,0,1,69
2026-03-31T08:33:20,-9.600182,-138.091553,-30.8,13.67,70.3,8,1.1,90.4,4.104,-4.2,0,1,70
2026-03-31T08:33:48,-9.599709,-138.089813,-30.6,14.11,80.4,8,1.1,90.4,4.105,-4.2,0,1,71
2026-03-31T08:34:16,-9.599226,-138.088104,-31.7,13.13,78.2,8,1.1,90.5,4.106,-4.2,0,1,72
2026-03-31T08:34:44,-9.598770,-138.086380,-39.4,13.30,79.8,8,1.1,90.4,4.105,-4.2,0,1,73
2026-03-31T08:35:12,-9.598344,-138.084656,-42.2,13.09,76.4,8,1.1,90.5,4.104,-4.2,0,1,74
2026-03-31T08:35:40,-9.597841,-138.082932,-42.9,12.95,74.0,7,1.3,90.2,4.104,-4.4,0,1,75
2026-03-31T08:36:08,-9.597405,-138.081223,-39.2,14.05,76.3,6,2.0,90.4,4.101,-4.2,0,1,76
2026-03-31T08:36:36,-9.596992,-138.079498,-40.7,12.94,74.0,6,2.0,90.4,4.104,2406.4,0,1,77
2026-03-31T08:37:04,-9.596523,-138.077805,-39.2,13.34,75.1,7,1.3,90.2,4.102,-4.4,0,1,78
2026-03-31T08:37:32,-9.596048,-138.076065,-33.4,14.44,73.7,7,1.8,90.1,4.102,-4.2,0,1,79
2026-03-31T08:38:00,-9.595641,-138.074371,-35.5,14.94,77.5,7,1.3,90.2,4.102,-4.4,0,1,80
2026-03-31T08:38:28,-9.595242,-138.072662,-40.0,13.69,77.2,7,1.3,90.4,4.102,-4.2,0,1,81
2026-03-31T08:38:56,-9.594813,-138.070969,-46.7,13.39,72.2,7,1.3,90.1,4.102,-4.2,0,1,82
2026-03-31T08:39:24,-9.594344,-138.069229,-52.9,13.82,74.0,7,1.3,90.4,4.104,-4.2,0,1,83
2026-03-31T08:39:52,-9.593946,-138.067520,-64.8,12.58,71.9,6,1.3,90.4,4.104,-4.2,0,1,84
2026-03-31T08:40:20,-9.593544,-138.065781,-70.0,13.30,76.7,7,1.3,90.1,4.102,-4.2,0,1,85
2026-03-31T08:40:48,-9.593099,-138.064026,-77.4,13.64,76.2,7,1.3,90.1,4.102,-4.2,0,1,86
2026-03-31T08:41:16,-9.592689,-138.062317,-82.7,13.54,73.9,6,1.4,89.9,4.102,-4.2,0,1,87
2026-03-31T08:41:44,-9.592201,-138.060577,-87.2,14.16,76.2,7,1.3,90.1,4.102,-4.2,0,1,88
2026-03-31T08:42:12,-9.591729,-138.058884,-79.8,13.59,73.9,6,2.0,89.9,4.101,-4.2,0,1,89
2026-03-31T08:42:40,-9.591190,-138.057159,-74.1,13.47,77.8,6,2.0,89.9,4.101,-4.2,0,1,90
2026-03-31T08:43:08,-9.590796,-138.055481,-72.3,13.22,76.2,6,2.0,90.1,4.101,-4.2,0,1,91
2026-03-31T08:43:36,-9.590281,-138.053757,-75.0,13.16,77.3,6,2.0,90.1,4.100,-4.2,0,1,92
2026-03-31T08:44:04,-9.589858,-138.052048,-80.0,13.90,79.4,6,2.0,89.9,4.100,-4.2,0,1,93
2026-03-31T08:44:32,-9.589446,-138.050323,-88.6,14.19,74.0,6,2.0,90.1,4.100,-4.2,0,1,94
2026-03-31T08:45:00,-9.589000,-138.048630,-94.9,12.84,73.9,6,2.0,90.2,4.100,-4.4,0,1,95
2026-03-31T08:45:28,-9.588511,-138.046906,-102.9,13.67,76.3,5,2.0,89.9,4.105,-4.2,0,1,96
2026-03-31T08:45:56,-9.588103,-138.045212,-101.1,13.14,77.5,6,1.3,90.1,4.104,-4.2,0,1,97
2026-03-31T08:46:24,-9.587690,-138.043488,-101.3,13.83,78.4,5,2.0,89.6,4.105,-4.4,0,1,98
2026-03-31T08:46:52,-9.587289,-138.041779,-97.2,13.94,76.7,5,2.0,90.4,4.101,-4.2,0,1,99
2026-03-31T08:47:20,-9.586774,-138.040039,-97.4,13.00,77.3,5,2.0,90.1,4.100,-4.2,0,1,100
2026-03-31T08:47:48,-9.586288,-138.038315,-98.3,13.87,74.8,5,2.0,89.9,4.099,-4.2,0,1,101
2026-03-31T08:48:16,-9.585847,-138.036591,-95.9,13.44,75.3,5,2.0,89.9,4.100,-4.2,0,1,102
2026-03-31T08:48:44,-9.585327,-138.034866,-90.9,13.66,75.1,5,2.0,90.1,4.099,-4.2,0,1,103
2026-03-31T08:49:12,-9.584826,-138.033157,-89.9,13.35,70.8,5,2.3,90.1,4.096,-4.2,0,1,104
2026-03-31T08:49:40,-9.584306,-138.031464,-93.7,13.50,74.2,5,1.9,90.1,4.099,-4.2,0,1,105
2026-03-31T08:50:08,-9.583834,-138.029755,-95.8,13.73,75.7,5,1.9,89.9,4.097,-4.2,0,1,106
2026-03-31T08:50:36,-9.583520,-138.028091,-92.9,12.87,75.8,6,2.3,89.9,4.102,-4.2,0,1,107
