datetime,lat,lon,alt_m,speed_kts,cog,satellites,hdop,battery_pct,battery_v,charge_rate,rtc_bat_low,fix,boot
2026-06-03T06:37:09,43.535786,11.313548,442.7,27.68,43.3,11,0.8,96.1,4.141,-4.2,0,1,6283
2026-06-03T06:43:35,43.562546,11.323936,311.8,30.08,338.1,10,0.9,96.1,4.142,-4.2,0,1,6296
2026-06-03T06:48:47,43.589359,11.314575,230.7,17.69,348.7,10,0.9,95.4,4.137,-4.2,0,1,6306
2026-06-03T06:51:47,43.604321,11.306746,218.1,24.53,281.8,10,1.0,95.0,4.144,-4.2,0,1,6312
2026-06-03T06:52:18,43.607327,11.303525,214.6,28.90,304.1,12,0.8,95.1,4.136,-4.2,0,1,6313
2026-06-03T06:52:48,43.609089,11.299726,211.6,17.76,356.9,11,0.8,95.0,4.145,-4.2,0,1,6314
2026-06-03T06:56:56,43.618843,11.291021,189.3,30.83,285.4,11,0.9,94.7,4.131,-4.4,0,1,6322
2026-06-03T07:04:25,43.659077,11.256706,133.0,22.35,300.8,12,0.9,94.5,4.130,-4.2,0,1,6337
2026-06-03T07:04:58,43.658852,11.251946,129.7,22.15,264.6,11,0.9,94.7,4.131,-4.4,0,1,6338
2026-06-03T07:11:39,43.690918,11.212358,95.7,36.99,15.6,9,1.1,93.9,4.137,-4.2,0,1,6352
2026-06-03T07:16:32,43.715012,11.221688,63.2,28.87,27.7,11,0.9,94.0,4.125,-4.4,0,1,6361
2026-06-03T07:17:02,43.719051,11.223193,64.9,27.51,12.2,12,0.9,93.7,4.124,-4.2,0,1,6362
2026-06-03T07:38:34,43.793957,11.156846,42.7,53.19,348.4,16,0.6,93.1,4.117,-4.2,0,1,6377
2026-06-03T07:41:06,43.831932,11.156319,49.0,58.72,32.0,14,0.7,92.9,4.117,-4.2,0,1,6382
2026-06-03T07:41:36,43.839214,11.162532,46.1,65.97,31.9,13,0.8,92.6,4.111,-4.2,0,1,6383
2026-06-03T07:45:54,43.895565,11.189889,169.4,51.98,38.3,9,1.0,92.1,4.115,-4.4,0,1,6392
